"census_tract","femaleP","childP","Ov70P","IncomeBl10KP","Income50K200KP","IncomeOv200KP","InLaborP","ByCarP","ByCabMotorBicycleP","CommuteOv20minP","NHwhiteP","blackP","AmIndP","asianP","hisP","minDisHosp","FQHCdrivetime","FQHCcount","Hospdrivetime","Hospcount","Rxdrivetime","Rxcount","MHdrivetime","MHcount","noHSP","disbP","SDOH","unempP","povP","pciE","NoIntPct","essnWrkP","vacantP","mobileP"
17031803610,51.641281512605,26.5756302521008,4.70063025210084,6.21555419473362,62.1861604409063,7.47091243110839,76.1135668140088,64.9948996939816,0.850051003060184,49.5919755185311,68.3560924369748,4.95010504201681,0.341386554621849,16.4128151260504,9.78203781512605,7.72,12.9,21,13.27,13,0,306,10.75,21,2.66,6.2,3,2.4,12.7,42669,5.78,30.65,8.22,0
17043845704,53.7111111111111,19.1555555555556,6.62222222222222,4.04244567963618,59.5250126326427,7.22587165234967,70.7803992740472,57.6354679802956,0.855587243971999,44.1794140523723,77.3777777777778,4.04444444444444,0,8.55555555555556,8.37777777777778,5.48,13.33,44,11.89,23,3.67,350,11.37,48,6.07,5.1,2,3.8,4,38191,8.64,28.48,1.49,0
17031320100,49.515557306026,10.5317053958251,9.98818432453722,8.33649109511179,57.9765062523683,15.2961980548187,66.8177621086208,14.4212205154033,2.77847729371275,28.4395198522622,69.389523434423,5.37219377707759,0.472627018511225,16.7625049231981,7.2548247341473,0.89,4,203,4,57,0,647,0,96,0,5.6,6,5.3,7.5,100001,2.38,14.71,18.1,0
17031806801,52.7846842366982,20.6862257583292,17.8518150174043,8.85416666666667,49.7767857142857,4.91071428571429,50.0584795321637,35.4970760233918,0.292397660818713,28.7426900584795,54.4753853804078,11.2630532073595,0,21.2332173048235,9.52262555942317,0.08,3.32,128,0,45,0,564,0,76,10.8,15.5,7,6.6,14.2,34984,11.61,41.41,3.22,0
17097861608,50.1824305360651,24.4176255964075,6.84816166152119,6.92995529061103,60.3576751117735,9.98509687034277,70.9282556953417,60.6256375382523,0.238014280856851,44.3046582794968,79.9045747965198,0.617457198989615,0,1.82430536065114,14.2857142857143,6.93,12.13,11,12.13,10,4.46,143,6.72,18,1.94,8.6,2,5.5,2.9,47859,4.6,37.8,5.01,0.73
18127050603,52.1668029435814,31.6980103570455,8.09484873262469,1.59663865546218,71.2605042016807,8.90756302521008,64.7659274903203,56.5997888067582,0,29.6374516015487,90.9784682474789,0,0.599618424638866,0.95393840283456,6.95012264922322,3.44,16.01,16,15.75,4,11.04,43,16.16,7,3.39,8.9,3,4.4,1.7,43032,3.53,34.97,0.69,0
17197880601,52.1249195106246,19.4462330972312,13.5544108177721,1.47420147420147,73.1367731367731,3.84930384930385,67.2592592592593,56.3703703703704,0.148148148148148,41.2222222222222,88.6670959433355,0,0,2.31809401159047,8.66065679330328,5.47,12.14,9,12.64,7,3.24,185,11.66,19,3.91,8.3,2,5.1,4,40960,10.86,46.49,2.5,0
17031828701,55.1825206501466,25.6861177724487,8.76632027711164,13.7410071942446,58.2014388489209,1.72661870503597,72.111416781293,48.8308115543329,1.27235213204952,36.2104539202201,31.9477751132427,58.9128697042366,2.18491873168132,0.719424460431655,6.52811084465761,3.69,5.66,65,5.66,22,5.66,252,5.66,32,10.25,10.3,1,14.3,10.5,26055,13.13,42.86,14.4,0
17031630400,48.7211740041929,37.0510132774284,3.99720475192173,7.63490241102181,31.6877152698048,0,66.7260490894695,39.172604908947,0.435471100554236,40.3008709422011,5.50663871418588,0.712788259958071,0,0,94.1719077568134,2.62,3.27,207,6.77,55,0,629,2.62,97,35.85,6,5,15.5,24.3,12237,22.04,74.34,6.4,0
17043841310,50.6243213897937,34.9619978284473,5.32030401737242,1.41776937618147,66.5406427221172,25.8979206049149,71.0412147505423,58.8937093275488,0.433839479392625,45.589298626175,78.4473398479913,0,0,17.3181324647123,4.23452768729642,8.54,16,22,19.15,7,8.14,128,9.09,20,4.39,7.3,3,4.9,1.1,45282,3.41,26.18,1.41,0
17043846701,45.8572949946752,30.2449414270501,5.17571884984026,5.24220305242203,49.7013934970139,3.71599203715992,74.1547918412965,59.2903045543448,0.922045264040235,31.349538977368,46.5601703940362,2.64110756123536,0.80937167199148,3.55697550585729,45.9850905218317,5.41,6.28,98,10.79,42,3.54,497,8.59,72,16.7,8,5,7,10.7,27935,17.59,56.71,7.77,0.61
17031815701,49.5609220636663,29.198682766191,11.7453347969265,0.618716163959783,63.1863882443929,19.4895591647332,68.7884267631103,51.7902350813743,0.867992766726944,42.8571428571429,84.93413830955,0.987925356750823,0,0.768386388583974,13.1174533479693,1.38,4.65,181,4.3,53,0,654,4.3,95,2.16,8.8,2,7.2,2.7,53244,9.31,24.28,8.48,0
17031030103,53.307392996109,18.7635105923044,3.71811500216169,9.63257199602781,39.1261171797418,3.27706057596822,62.5169147496617,19.170049616599,0.63148398737032,40.0992331980153,49.1137051448335,15.6506701253783,0.12970168612192,19.5417207090359,14.9589277993947,2.26,2.52,179,4.83,49,1.8,558,3.48,87,3.38,9,6,10.7,16.6,28231,8.93,30.4,22.57,0
17097861009,49.2390869042851,35.0220264317181,3.18382058470164,1.8232044198895,67.1823204419889,6.68508287292818,74.5103604882203,63.6957138802157,0.879931876241839,51.0360488220267,80.4765718862635,2.08249899879856,0,8.08970764917902,8.16980376451742,11.21,15.38,9,19.9,8,6.66,87,14.33,15,3.96,4,3,5,2.9,48064,5.06,27.57,1.66,0
17031811301,48.52602968848,29.0403512439891,7.10850930378424,2.91400142146411,57.498223169865,3.98009950248756,68.8699360341151,53.3315565031983,1.7590618336887,37.5799573560768,29.1867029061259,2.90612586242944,0,4.89232699142797,61.1540873928497,0.98,7.22,155,4.16,54,3.06,763,3.31,100,24.14,9.6,5,7.4,10.9,23439,13.35,58.04,5.4,0
17031220400,46.7238689547582,18.3307332293292,8.30733229329173,7.47663551401869,60.2803738317757,6.72897196261682,77.8033088235294,33.4558823529412,2.89522058823529,58.4558823529412,56.9032761310452,0.507020280811233,0,4.13416536661466,38.1435257410296,2.16,3.31,198,4.88,62,0,712,3.93,101,10.06,4.7,6,3.8,6,46800,9.85,26,10.95,0
17031831700,49.1612903225806,27.010752688172,4.04301075268817,7.49014454664915,50.1971090670171,4.46780551905388,75.355969331873,48.2475355969332,1.04052573932092,52.8477546549836,27.7849462365591,3.05376344086022,0.172043010752688,6.40860215053763,60.5161290322581,1.62,6.22,189,4.44,58,0,698,2.28,94,19.56,7.6,2,11.8,17.1,25250,8.03,46.21,8.39,0
17031490600,62.303664921466,21.2696335078534,20.7460732984293,16.9642857142857,41.9642857142857,0.714285714285714,48.4871406959153,20.4236006051437,0,27.0801815431165,1.11256544502618,98.5602094240838,0,0.327225130890052,0,2.39,4.01,195,6.53,46,4.01,512,7.31,83,17.84,21.8,1,18.9,16.3,20166,22.3,52.97,8.55,0
17031520100,49.5185694635488,38.3310408069693,4.08069692801467,10.3741496598639,34.6938775510204,0,63.6118598382749,38.544474393531,1.75202156334232,44.5417789757412,8.43649701971573,8.39064649243466,0.917010545621275,0,85.2361302154975,2.55,4.09,179,6.4,41,4.09,435,4.23,70,44.25,11.8,5,10.5,13.6,15610,25.24,70.34,28.61,0
17031292400,54.7640653357532,24.9092558983666,4.76406533575318,14.4186046511628,28.3720930232558,0.775193798449612,43.0640668523677,14.7632311977716,0.947075208913649,26.7966573816156,4.67332123411978,93.0580762250454,0,0,1.99637023593466,1.67,0,202,4.21,60,2.77,720,4.01,103,27.76,15.2,4,5.3,38.4,15989,37.76,60.84,31.8,0
17031819900,50.5181347150259,34.2832469775475,10.4490500863558,0,50.6896551724138,37.8448275862069,66.240198101527,40.9409822534049,1.07304993809327,35.7820883202641,95.7685664939551,0,0,0.23028209556707,2.76338514680484,0.98,5.14,155,2.75,51,2.6,622,0,91,0.43,6.4,2,2,2.6,84149,3.39,19.29,3.41,0
17031381700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0,216,3.66,55,0,606,5.91,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17097861008,49.0262172284644,25.0374531835206,6.92883895131086,3.19204604918891,71.4285714285714,3.34903192046049,70.0622263194284,59.2763309518322,0.322654989628947,45.2638856879465,83.4082397003745,0.842696629213483,0,4.43820224719101,10,13,12.73,9,22,4,0,77,15.54,14,4.64,8.5,3,9.9,5.1,37042,6.26,39.96,5.68,1.66
17031840000,53.0670470756063,22.2539229671897,5.84878744650499,5.38302277432712,57.0393374741201,5.27950310559006,67.9946284691137,43.2855863921218,1.43240823634736,43.8675022381379,48.5378031383738,1.53352353780314,0,30.2425106990014,20.435092724679,1.86,3.5,213,5.21,57,0,666,5.21,98,14.16,4.4,2,7.5,13.9,36151,5.64,36.19,4.45,0
17031200100,48.6918918918919,30.0972972972973,6.33513513513514,6.53930933137399,42.5422483468038,0.881704628949302,71.3331397037467,49.3174557072321,1.94597734533837,52.1928550682544,16.7783783783784,4.32432432432432,0.994594594594595,5.08108108108108,73.7297297297297,0.79,3.94,192,2.83,59,2.96,684,4.63,97,23.13,12.3,5,4.9,7.9,23307,16.11,64.42,5.71,0.57
17197883211,56.3114754098361,34.0655737704918,4.83606557377049,1.42255005268704,69.8103266596417,0.89567966280295,70.9869963760392,62.1402685994457,0.298443828607973,39.6717117885312,62.9016393442623,8.49180327868852,0.213114754098361,5.62295081967213,21.5737704918033,4.13,6.87,7,8.44,4,6.42,106,8.44,12,10.38,8.6,3,5.7,13.1,27083,10.2,59.24,14.51,5.49
17043844601,54.0015147689977,14.1378439787932,32.4160565513759,3.22234156820623,42.6960257787325,22.2878625134264,45.1834862385321,38.9048165137615,0,26.0607798165138,76.7987881848018,3.88790709416814,0,11.3607674829588,3.281999495077,2.2,11.19,120,5.95,43,5.42,588,0,87,4.92,11.9,7,3.3,3.4,84333,13.6,17.31,14.48,0
17031829401,48.595041322314,22.0661157024793,15.1239669421488,13.2723112128146,37.9862700228833,0,54.5286506469501,23.7523105360444,0,15.7116451016636,1.40495867768595,90.6611570247934,0.330578512396694,0,6.52892561983471,1.55,3.01,34,6.84,11,4.67,146,3.01,16,25.67,19,4,27.7,37.7,16728,34.63,62.83,16.1,0
17111870704,47.8823846776369,23.9277043431346,6.44726193687618,0.690131124913734,66.1835748792271,1.58730158730159,74.5179948586118,64.1709511568123,0.803341902313625,42.512853470437,92.5276503911519,0,0,0.431615861882924,6.20447801456704,9.25,17.76,4,23.31,2,11.2,51,18.57,3,3.82,11.6,3,4.3,4.8,35904,4.94,44.37,5.92,0
17063000103,48.5308056872038,36.6824644549763,2.35387045813586,0.51440329218107,67.4382716049383,2.31481481481481,79.8191337458353,70.6092336982389,0,54.3312708234174,79.3206951026856,1.29541864139021,0,0.947867298578199,15.3554502369668,7.17,20.63,4,18.96,2,0,45,18.96,5,8.68,7,3,5.2,5.5,31715,2.38,52.14,5.36,2.3
17031807400,48.0590717299578,25.7805907172996,9.60618846694796,4.66696873584051,47.394653375623,3.94200271862256,61.3248989632753,44.1750131787032,0.913723422948515,38.6223862238622,47.6511954992968,9.53586497890295,0.534458509142053,25.7102672292546,13.8396624472574,2.63,3.54,150,5.83,46,0,599,3.54,83,13.33,8.6,2,8.2,13.2,26135,11.75,39.19,8.09,0.43
17031814300,52.2116744092103,39.9111290648354,5.77661078569986,10.655090765588,36.9376479873717,0,63.3802816901408,47.0363849765258,0.322769953051643,34.8004694835681,4.94849525348415,3.81741062411634,4.14057766107857,0.100989699050697,94.344576853161,2.35,2.19,198,6.24,59,2.19,703,2.83,101,44.31,5.7,5,13.7,19.3,14234,17.69,62.65,8.4,0.77
17031670700,51.5929203539823,26.0176991150442,9.02654867256637,10.6493506493506,25.1948051948052,0,57.5654152445961,33.1058020477816,0,29.3515358361775,0.265486725663717,96.1946902654867,0,0,2.83185840707965,2.18,3.89,215,4.87,57,3.65,619,4.8,94,12.5,8.6,4,21.3,33.8,14541,11.65,67.74,30.33,0
17031822301,47.8884054261582,29.6647043767597,11.4410033273611,7.64478764478764,57.5289575289575,2.39382239382239,55.2649006622517,48.4105960264901,0.33112582781457,36.1920529801325,77.4251343742002,3.5065267468646,0.255950857435372,1.43332480163809,15.3826465318659,2.79,3.5,166,6.68,44,0,501,3.5,82,14.17,13.6,3,6,14.8,26182,21.23,52.45,5.34,0
17031040402,49.9899376132019,17.5689273495673,2.25397464278527,3.05283757338552,51.9765166340509,12.720156555773,90.1675163874727,34.2073318766691,1.82083029861617,72.1534352998301,68.3437311330248,3.03884081304085,0,10.3441336284967,15.174079291608,0.57,0,186,1.97,55,0,616,1.97,94,2.2,4.1,6,3.2,6.5,58903,1.53,23.54,4.93,0
17097860400,47.8991596638655,23.8095238095238,5.67226890756303,10.6392694063927,65.3881278538813,3.24200913242009,70.5604321404457,59.3968039612874,0.405131667792032,42.2237227098807,44.2226890756302,27.766106442577,0.227591036414566,2.66106442577031,24.562324929972,3.17,5.2,15,7.59,10,0,98,10.02,22,10.51,11.8,3,9.4,8.8,32197,8.11,48.89,8.51,0
17043841318,47.019647019647,28.1718281718282,8.39160839160839,3.34029227557411,65.6576200417536,9.91649269311065,72.9381443298969,60.8247422680412,0.214776632302406,50.6013745704467,62.3709623709624,0.266400266400266,0,12.1878121878122,19.1808191808192,4.35,10.57,21,15.69,9,0,179,15.69,23,10.09,10.4,3,3.9,2.2,37258,3.89,38.97,4.96,0
17031809700,53.1392405063291,27.0632911392405,8.53164556962025,2.52764612954186,66.5876777251185,7.89889415481833,71.478986204684,44.4337504010266,3.33654154635868,33.7504010266282,40.3291139240506,23.0632911392405,0,1.26582278481013,28.0759493670886,1.62,0,139,4.72,43,0,522,0,71,11.28,11.3,3,2.5,4.6,35049,8.69,34.76,8.5,0
17031770601,46.9314079422383,19.3140794223827,14.5306859205776,0.669856459330144,62.9665071770335,2.20095693779904,57.0967741935484,48.7455197132617,1.03942652329749,33.0824372759857,67.719614921781,0.69193742478941,0,10.2286401925391,20.1564380264741,2.45,5.34,104,6.75,43,0,631,6.75,73,12.9,10.9,1,3.7,10.2,29424,4.83,42.18,0.85,1.13
17031640100,60.2172437202987,22.4711473183978,6.17786829599457,9.11111111111111,53.5555555555556,2.88888888888889,74.0270727580372,32.48730964467,1.35363790186125,45.6852791878173,35.234215885947,4.88798370672098,0.88255261371351,0.746775288526816,58.3842498302783,3.48,4.47,198,9.46,56,3.27,652,6.74,98,15.96,8.6,2,5.6,10,27864,26.11,60.61,4.71,0
17031260500,50.9231685527099,32.1024419297201,4.9434187016081,29.126213592233,31.8446601941748,0,44.7087776866284,20.0164068908942,4.18375717801477,28.7940935192781,0.416914830256105,97.0220369267421,0.297796307325789,0.0595592614651578,2.20369267421084,1.77,0.95,200,2.67,62,2.18,753,0.95,109,35.48,20.4,4,12.8,49.2,13772,24.62,60.56,22.86,0
17031031800,50.225988700565,14.4067796610169,3.55932203389831,4.19806243272336,49.3003229278794,6.35091496232508,86.4637305699482,30.8290155440415,1.81347150259067,69.0414507772021,70.7909604519774,2.20338983050847,0,8.4180790960452,18.0790960451977,0.57,1.83,188,1.91,54,0,623,0,94,4.2,7.5,6,3.1,7.1,55866,6.65,19.17,5.39,0
17031060400,51.5990934273483,21.1785444472425,1.43540669856459,2.65888456549935,61.7380025940337,24.9675745784695,88.2594936708861,35.6329113924051,1.4873417721519,71.0126582278481,78.4688995215311,0.730294636111811,0.85620750440695,2.69453538151599,12.1128179299924,1.11,2.76,189,3.21,54,0,608,3.09,93,0.94,2.9,6,3.9,10.7,75766,7.75,17.73,6.75,0
18089012500,53.9173482565648,27.7442961687473,8.02841153680586,7.23763570566948,44.4511459589867,0.784077201447527,57.9845814977974,43.4471365638767,0.385462555066079,31.8281938325991,10.2023245802841,81.1881188118812,0.236762806715454,0,8.58803271631511,6.04,5.78,43,13.55,16,6.24,101,13.55,17,11.43,14.1,4,18.1,25.9,21910,17.67,53.16,31.42,0
17197883213,59.1638736990651,17.9220321044276,13.6179220321044,3.01703163017032,63.698296836983,10.705596107056,63.0103092783505,50.659793814433,0.185567010309278,35.8144329896907,83.3303933674369,3.08696419121538,0.458634679837714,1.85217851472923,8.23778444170048,6.17,7.96,7,9.53,4,0,93,9.53,12,2.84,8.8,2,2.1,3.2,54630,2.38,37.6,2.73,0
18089042703,54.2524619516562,14.6598030438675,18.3974932855864,0.730927364093193,51.6217450890818,9.63910461397898,61.0226104830421,53.2374100719424,0,34.8920863309352,79.2972247090421,4.90152193375112,0.425246195165622,5.08057296329454,10.2954341987466,3.34,13.74,49,11.52,17,0,123,10.86,22,5.85,11.6,2,2.3,2.7,48406,8.85,30.26,5.95,2.32
17197880417,56.8470759171813,23.6832546313113,5.44860152560843,0.718685831622177,66.735112936345,7.90554414784394,74.5638200183655,62.2130394857668,1.9742883379247,45.8677685950413,77.2611696331275,5.95713766799855,0,2.65165274246277,14.1300399564112,5.77,11.64,17,14.06,6,0,135,12.77,15,5.29,6.9,2,4.6,4.6,39769,5.04,40.89,4.31,0
17197880503,59.0554791380101,17.9504814305365,33.1957817514901,4.1871921182266,40,0.443349753694581,46.4907508161045,41.8933623503808,0.43525571273123,29.3253536452666,69.5552498853737,8.96377808344796,0,2.54470426409904,16.3227877120587,5.73,8.46,9,15.24,6,6.77,143,15.24,16,6.14,21.3,7,2.8,8.1,28863,18.8,54.07,0.79,0
17031802608,54.3266301035954,18.0377818403413,19.1956124314442,4.06424123238282,57.9809898393969,3.80203212061619,63.6830001768972,55.8110737661419,0,38.5635945515655,90.9506398537477,0.167580743449116,0,6.84034125533212,0.929311395490555,4.27,4.8,20,9.57,19,0,375,8.49,31,5.28,13.8,2,1.9,6.3,39115,9.1,36.97,0.56,0
17031700301,48.3671811535337,33.9886271324127,5.57270511779041,2.76608538785328,53.6981358989778,0.962116656644618,63.3186813186813,48.9450549450549,0.153846153846154,39.956043956044,19.7725426482535,11.340373679935,0.9910641754671,1.54346060113729,67.051177904143,2.22,6.04,183,6.19,51,2.18,575,6.04,87,24.97,7.3,3,9.6,8.8,22709,15.16,56.9,2.52,0
17031803902,45.3030738293594,22.9244469979891,9.25021545532893,3.24528301886792,63.9245283018868,9.88679245283019,75.8867789322823,60.408455750627,1.43317807237549,42.9595127194554,86.7854064923872,1.06291295604711,0.287273771904625,1.49382361390405,10.4280379201379,2.1,5.36,26,5.36,17,0,378,12.14,34,6.39,11.1,2,1.9,4.2,40625,13.33,38.7,3.92,0
17031804608,53,22.1428571428571,7.17142857142857,5.21680216802168,65.7181571815718,4.3360433604336,72.84861257464,58.6582367404285,0.491745697225149,43.2384966631542,55.5142857142857,4.68571428571429,0,25.2285714285714,12.2571428571429,4.69,15.07,28,10.05,20,0,348,6.63,33,7.58,8.4,2,5.4,6.4,44783,10.9,30.27,8.25,0
17063000800,46.467493423525,32.9575347613679,4.86659150695227,4.50352685838307,68.6923494302767,1.0851871947911,74.2228961334344,61.6628759160981,1.3141268637857,38.5898407884761,88.8951521984216,2.64937993235626,0,0.0375798571965427,6.52010522360015,13.69,31.8,0,25.68,1,0,10,25.68,1,6.24,7.9,3,6.1,6.5,32061,7,55.01,5.67,0.14
17031804701,50.6944444444444,24.8522458628842,7.8161938534279,5.64142194744977,52.6661514683153,2.20247295208655,72.9438457175269,61.2592172433352,0.245793155605975,41.0096426545661,26.7287234042553,13.0614657210402,0,26.9651300236407,30.0679669030733,0.88,13.24,25,0,16,0,306,0,20,7,8.9,3,8.3,7.9,29938,14.26,37.95,5.86,0
17063000700,50.1241575026605,25.6119191202554,8.2298687477829,4.08805031446541,55.2111410601977,5.25606469002695,66.9513797634691,57.5996495838809,1.53307052124398,39.0494962768287,92.0893934019156,1.57857396239801,0.248315005321036,0.248315005321036,4.29230223483505,8.76,40.62,0,30.37,0,20.78,5,30.37,0,5.73,11.4,3,3.6,6.1,40346,14.2,50.75,9.19,5.27
17043846604,49.4428969359331,25.9052924791086,12.1448467966574,4.75806451612903,58.7903225806452,4.51612903225806,71.0260869565217,62.504347826087,0.347826086956522,31.0608695652174,50.6963788300836,1.08635097493036,0,6.6016713091922,40.1949860724234,3.02,5.96,70,12.19,31,0,432,6.07,57,18.25,8.5,2,2.9,7.8,31531,9.53,51.53,5.14,0
17197880113,50.5348366579936,35.7328707718994,5.40618675917895,0,50.7522567703109,1.30391173520562,64.0944881889764,52.7165354330709,1.5748031496063,31.6535433070866,26.5105521827118,19.254119687771,0.144550448106389,6.76496097137901,48.2509395779127,2.09,6.31,14,6.31,10,0,231,6.31,24,21.42,7.5,3,7.5,15.6,19958,19.98,64.96,8.36,0
17031510200,54.5793617903025,18.3588893493576,10.8992954828015,10.0574712643678,39.8467432950192,1.72413793103448,56.8981481481482,35.1388888888889,0.416666666666667,36.1574074074074,6.2992125984252,72.5238292581848,0,0.0414421881475342,21.1355159552424,1.24,3.56,184,3.91,44,3.46,463,3.52,75,18.45,13.8,4,17.6,31.8,19502,11.93,50.27,6.95,0
17197883902,50.5047318611987,24.8895899053628,11.5772870662461,2.85349233390119,61.8824531516184,2.81090289608177,61.0600430275768,49.5795032270683,0.176021904948171,38.9008409935459,89.3059936908517,0.883280757097792,0.347003154574132,0.55205047318612,9.05362776025236,14.85,20.36,9,21.05,3,0,48,16.24,11,8.42,12.6,3,5.5,5.7,32255,9.64,49.26,7.5,0.99
17089853001,55.0401753104456,28.9992695398101,4.85756026296567,0,72.3762376237624,0,79.5487984306032,66.1598822952428,0,43.5017165277097,52.9583637691746,8.58290723155588,0,1.42439737034332,34.8794740686633,2.71,8.81,12,8.81,6,0,118,7.35,16,12.61,10.2,3,6.7,6.4,28383,7.28,41.83,7.38,0
18089012800,54.5924967658473,34.368262181975,6.72703751617076,42.0417124039517,22.8320526893524,0,48.7001733102253,32.0046216060081,2.02195262853842,17.9664933564414,6.51142733937042,87.1927554980595,0,0,9.3143596377749,0.57,0,54,3.99,16,0,119,0,18,19.7,12.9,4,17.7,50.2,12198,38.12,57.79,29.03,0
17031807200,53.1377645748236,22.4842183438544,11.8269587820275,2.54424778761062,57.466814159292,10.1216814159292,66.810737033667,49.5905368516833,1.68334849863512,41.287534121929,49.4430003713331,9.98886000742666,0.204233197177869,30.1336799108801,7.57519494987003,1.98,4.75,130,5.3,42,0,535,4.75,74,9.22,7.7,2,5.6,5.1,41151,14.5,32.36,9.27,0
17031826901,59.0784421283598,30.7185957213385,14.5913329676358,32.3785803237858,18.4308841843088,0,46.0589444825223,30.2947224126114,0,23.5092529129541,0,80.5266044980801,0,0,19.1442676906199,1.31,3.48,127,3.48,30,3.47,371,3.48,49,21.11,10.3,4,11.8,39.3,15376,21.18,71.67,30.01,0
17043845506,54.1194644696189,25,16.6580844490216,11.7058823529412,44.3529411764706,5.64705882352941,58.6977648202138,44.2500809847749,0,33.6896663427276,68.486096807415,8.34191555097837,0,6.15345005149331,14.4438722966014,4.79,12.44,68,9.53,25,3.86,373,8.34,61,8.88,13.6,2,6.5,18.6,33179,16.92,42.3,11.22,0
17031821500,52.7883053600433,37.7910124526259,4.60205739036275,11.9791666666667,39.2361111111111,0,57.9305135951662,33.8368580060423,0,36.9335347432024,1.57011369788847,93.6654033567948,0,0,3.35679480238224,2.92,6.66,117,8.58,27,4.59,331,9.47,45,17.25,10.1,4,16.7,40.7,18605,18.35,67.9,34.97,0
17031062400,53.7685060565276,17.3620457604307,7.20053835800808,2.7027027027027,46.2304409672831,32.8591749644381,84.8142164781906,31.9063004846527,0.888529886914378,67.5282714054927,86.8102288021534,2.48990578734859,0,4.23956931359354,4.77792732166891,1.12,3.25,190,3.25,55,2.04,624,3.25,94,3.56,8.8,2,3.3,3.7,91514,13.16,14.64,10,0
17031720600,48.4222604704532,28.1698221457258,6.71256454388985,6.46766169154229,65.3399668325041,17.5787728026534,69.3002257336343,47.1030850263356,0.376222723852521,45.372460496614,77.5100401606426,18.7033849684452,0.401606425702811,0.172117039586919,2.52438324727481,2.05,5.13,179,5.4,45,0,482,3.13,77,3.97,10.6,2,5.4,2.4,48079,11.35,39.75,4.98,2.33
17031817000,56.3062236093262,25.9041674316137,7.74738388103543,6.27666057282145,51.5539305301645,0.548446069469835,65.8772131524488,50.0574844791906,0.896757875373649,35.6173833065072,5.58105379107766,70.9564898109051,0,0.05507618872774,23.71947861208,1.74,4.22,158,4.22,54,3.06,739,4.07,98,18.37,10.7,1,6.1,9,25427,15.81,49.41,10.49,1.78
17031806202,52.5549132947977,14.7514450867052,23.9537572254335,11.9086460032626,44.6574225122349,3.18107667210441,59.8065556152606,44.8683503492746,0,32.0526598602902,77.1329479768786,3.05202312138728,0,9.43352601156069,10.3815028901734,0.88,6.6,107,3.19,47,2.16,650,3.19,80,6.7,23.5,7,3.9,10.6,35064,16.86,36.26,2.95,0
17031031100,49.5544893762851,6.3285355266164,9.70984692711903,7.84399649430324,49.5179666958808,6.70464504820333,79.2926829268293,25.1463414634146,4.75609756097561,58.1463414634146,66.0041124057574,4.20379255197624,0.228466986520448,9.184372858122,18.3230523189399,0.48,2.17,185,2.05,53,1.98,594,2.05,93,10.35,7.2,6,5.2,12.3,40276,3.56,32.12,4.66,0
17031241500,48.0987975300618,15.2746181345466,0.032499187520312,1.87319884726225,56.700288184438,24.7838616714697,92.2612306530766,29.7093242733107,6.15326538316346,61.3816534541336,73.545661358466,3.47741306467338,0,4.45238869028274,16.4445888852779,1.01,3.21,200,3.74,62,0,705,3.08,105,4.51,3.1,6,2.3,12.9,75770,2.45,22.99,0.52,0
17089851907,47.6563555315413,32.9461029312441,5.57881939754154,1.31858783496385,73.1603572947682,3.95576350489154,81.4058547162992,70.70834839176,0,49.6024575352367,54.5184384708902,5.98406051600702,0,9.90139132784006,25.7057949479941,3.67,6.24,17,10.56,6,0,122,8.51,13,11.38,5.9,3,3.5,1.2,33124,5.57,39.18,2.21,0
17031410700,41.5415415415415,14.0640640640641,6.85685685685686,27.6967930029155,35.9572400388727,6.99708454810496,65.4647887323944,15.3802816901408,4.73239436619718,28.6197183098592,60.4604604604605,20.8208208208208,0,10.0600600600601,5.65565565565566,1.11,2.76,216,3.35,53,0,579,5.08,89,3.74,7.6,6,3.8,31.3,36866,3.94,19.98,10.67,0
17093890700,52.6936444885799,35.1477159880834,3.29568023833168,1.89504373177843,71.990837151187,6.30987088713036,71.8273895650694,59.5540045961358,0.84262490424717,46.9316537577666,72.7097815292949,9.08639523336644,0,2.43917576961271,14.1633565044687,14.48,21.54,2,23.1,1,0,64,20.33,4,6.83,7.6,3,7.6,6.7,31577,5.42,40.84,3.64,0.1
17031760801,47.6848484848485,17.4060606060606,3.92727272727273,3.5451197053407,46.9613259668508,2.25598526703499,74.3597206053551,45.3434225844005,0.494761350407451,51.3969732246799,65.5757575757576,3.46666666666667,0,14.5454545454545,6.42424242424242,2.2,12.79,148,5.86,57,0,711,10.43,103,5.46,6.7,2,6.9,10.8,32209,15.64,45.19,8.28,0
17111870605,54.1647132364432,24.7382403500547,14.236599468667,2.58980785296575,56.7251461988304,2.5062656641604,66.798575385833,56.6877720617333,0.75187969924812,35.8527898694104,87.1542428504454,0,0,0.46882325363338,10.4703859978122,2.35,15.62,4,8.01,3,7.26,66,7.26,11,10.21,16.1,1,3,4.4,29841,16.22,49.67,6.61,0
17111870301,45.6924979389942,34.4187963726298,5.9563066776587,6.44745325596389,40.0386847195358,1.86976144422953,69.3816884661118,51.9916765755054,0.564803804994055,33.858501783591,67.7040395713108,0,0.206100577081616,0,29.9670239076669,4.45,5.67,3,5.67,3,13.2,11,24.6,9,27.4,7.4,3,9.4,16.1,21671,10.08,64.36,5.79,3.16
