"census_tract","femaleP","childP","Ov70P","IncomeBl10KP","Income50K200KP","IncomeOv200KP","InLaborP","ByCarP","ByCabMotorBicycleP","CommuteOv20minP","NHwhiteP","blackP","AmIndP","asianP","hisP","minDisHosp","FQHCdrivetime","FQHCcount","Hospdrivetime","Hospcount","Rxdrivetime","Rxcount","MHdrivetime","MHcount","noHSP","disbP","SDOH","unempP","povP","pciE","NoIntPct","essnWrkP","vacantP","mobileP"
17031410900,54.3414634146341,16,10.6341463414634,13.0819092516205,46.7295226870949,7.30701237477902,66.3940520446097,24.4609665427509,5.24163568773234,33.8289962825279,46.7317073170732,30.6341463414634,0,7.77235772357724,11.7073170731707,1.71,3.04,217,2.81,53,1.48,598,4.7,90,2.77,8,6,6.9,21.2,45901,10.68,19.05,6.02,0
17097862401,52.3737066342057,34.6317711503348,8.09494826536823,13.317191283293,30.5084745762712,0,67.6569037656904,57.1966527196653,0,46.4435146443515,13.6031649421789,13.0858186244674,0.486914181375533,1.49117468046257,71.2416311625076,1.32,4.6,10,5.46,10,4.25,106,6.23,17,32,12,5,11.3,25,15618,28.86,62.27,16.23,0
17197880411,52.8699163541967,25.2956446495529,13.5852321892126,1.0371650821089,68.7121866897148,11.6681071737252,68.7654757693668,58.0827732578705,0.778210116731518,39.7240891404316,72.079607730026,6.05710989327949,0,2.99971156619556,17.3925584078454,8.8,11.97,20,14.37,10,0,183,10.09,22,7.47,9.2,3,3,4,41210,7.25,43.49,7.04,0
17031150600,50.7135826771654,27.3129921259843,7.50492125984252,6.11620795107034,54.5871559633027,1.98776758409786,66.3252240717029,45.8066581306018,0.640204865556978,50,51.5748031496063,0.172244094488189,0,6.71751968503937,40.6496062992126,0.46,4.39,185,1.91,57,0,684,3.2,98,9.92,9.4,3,3.6,10,30080,21.12,40.73,11.94,0.76
17043844306,50.6785212915302,20.3322414599906,8.04866635470285,3.94889663182346,52.8455284552846,3.89082462253194,69.441309255079,53.3860045146727,0.564334085778781,31.6027088036117,40.1263453439401,12.7047262517548,0.889096864763687,20.6832007487131,21.2447356106692,3.42,16.42,86,8.62,35,0,401,4.08,66,14.92,9.2,2,8.9,4.5,29927,8.23,50.13,11.29,0
17031020301,49.8772890315273,30.5833490655088,19.0296394185388,11.1559818273599,45.583038869258,7.11761736496719,57.1356018283393,37.3793803961402,0.660233621127476,30.5738953783647,73.6454596941665,3.85123654898999,0.717387200302058,11.7613743628469,8.94846139324146,2.17,3.33,164,4.91,46,1.91,554,4.91,80,10.09,15.4,2,6,13.6,31803,22.55,38.4,9.4,0
17031430500,50.3899220155969,29.8440311937612,5.15896820635873,28.1049935979513,24.583866837388,0,54.3382646941224,19.9120351859256,0.679728108756497,41.3034786085566,1.1997600479904,96.1307738452309,0,0.17996400719856,3.74925014997001,0.67,2.47,215,2.26,53,0,563,3.51,91,20.17,16.1,4,18.9,58.6,14093,32.82,59.17,27.89,0
17031010202,50.5494505494505,19.7802197802198,11.4725274725275,11.8062563067608,32.0887991927346,0,62.4675997926387,28.9269051321929,2.85121824779679,40.4354587869362,33.4065934065934,32.3076923076923,0.43956043956044,8.61538461538461,25.4945054945055,1.1,1.38,164,3.38,48,0,542,3.07,84,20.3,12.5,6,6.5,18.5,20228,15.49,43.98,12.26,0.56
17031817400,54.083885209713,31.7880794701987,7.0149619818494,6.61696178937558,54.8928238583411,0,73.064085447263,54.9065420560748,5.07343124165554,39.0854472630174,14.2506745155752,31.7635516311013,0,1.3980868285504,53.4706892322786,0.71,2.12,178,2.38,56,0,753,2.05,99,28.16,3.8,5,8.8,19.5,18989,21.48,55.34,12.48,0
17031210501,48.8418932527694,24.3957703927492,3.07150050352467,8.23442136498516,37.759643916914,3.04154302670623,78.1806409841373,37.8763353836193,1.94237617351894,55.4548397539657,31.1681772406848,3.90231621349446,4.95971802618328,1.18328298086606,62.3111782477341,0.51,3.6,192,3.34,59,0,676,6.37,97,29.25,6.5,5,8.8,21.7,24083,19.18,53.32,16.81,0
17031071700,52.3595505617978,21.0112359550562,6.34831460674157,0.809716599190283,56.2753036437247,35.0877192982456,80.6910569105691,33.4010840108401,7.52032520325203,49.7289972899729,73.5393258426966,9.38202247191011,0.449438202247191,7.30337078651685,6.01123595505618,1.97,1.5,198,4.76,60,1.5,667,3.75,95,0.32,4,6,2.8,2.4,90406,4.55,18.01,6.92,0
17043845402,54.5963756177924,22.4382207578254,12.4546952224053,3.11284046692607,53.5019455252918,20.2334630350195,61.0451306413302,42.4386381631037,0.316706254948535,33.8875692794933,69.2915980230643,4.71169686985173,0.626029654036244,18.9785831960461,7.1169686985173,1.95,9.78,105,5.16,36,4.83,479,5.16,75,1.81,9.2,2,9.4,6.3,51938,4.49,25.17,4.97,0
17043842704,57.3455292141124,25.1260033600896,9.44558521560575,3.80952380952381,52.8344671201814,5.3968253968254,66.304347826087,52.5439407955597,1.22571692876966,35.1063829787234,71.7565801754713,9.33358222885944,0,8.08288221019227,8.45622549934665,3.83,9.63,21,10.54,19,5.43,273,9.63,38,7.25,9.4,2,2.6,10.7,35291,5.83,38.56,2.67,0
17037001600,49.7018348623853,30.3211009174312,5.04587155963303,1.06761565836299,64.8398576512456,2.06405693950178,77.4341702388243,66.5339865278628,0,34.8438456827924,77.454128440367,3.05045871559633,0,2.36238532110092,15.5733944954128,6.35,15.21,2,12.11,2,11.44,16,11.44,4,9.93,7.8,3,4.4,8.3,29887,5.3,39.13,7.15,3.83
