origin,destination,minutes
9001030300,36005025300,47.0
9001011000,36005025300,39.0
9001010101,36005025300,40.18
9001010102,36005025300,39.68
9001010201,36005025300,39.93
9001010202,36005025300,40.26
9001010300,36005025300,35.04
9001010400,36005025300,33.08
9001010500,36005025300,32.0
9001010600,36005025300,32.28
9001010700,36005025300,33.69
9001010800,36005025300,35.46
9001010900,36005025300,38.5
9001011100,36005025300,39.52
9001011200,36005025300,32.62
9001011300,36005025300,28.7
9001990000,36005025300,50.97
9001020100,36005025300,38.99
9001020200,36005025300,51.99
9001020500,36005025300,43.4
9001020600,36005025300,46.27
9001021200,36005025300,44.63
9001021300,36005025300,40.85
9001021400,36005025300,37.92
9001021801,36005025300,42.09
9001021500,36005025300,38.82
9001021600,36005025300,40.88
9001021802,36005025300,41.63
9001021700,36005025300,40.12
9001021900,36005025300,41.7
9001022000,36005025300,43.51
9001022100,36005025300,40.36
9001022200,36005025300,38.88
9001022300,36005025300,38.73
9001022400,36005025300,42.97
9001021100,36005025300,42.55
9001030400,36005025300,43.43
9001030500,36005025300,43.61
9001020400,36005025300,49.03
9001020700,36005025300,47.35
9001020800,36005025300,46.76
9001020900,36005025300,45.12
9001021000,36005025300,45.44
9001030100,36005025300,47.12
9001030200,36005025300,44.95
9001044600,36005025300,47.55
9001020300,36005025300,55.44
9001035300,36005025300,48.68
9001035100,36005025300,50.92
9001043100,36005025300,49.66
9001043900,36005025300,49.07
9001044400,36005025300,51.56
9001044500,36005025300,51.73
9001035200,36005025300,58.34
9001043200,36005025300,49.42
9001043800,36005025300,49.46
9001044000,36005025300,49.21
9001044100,36005025300,50.07
9001044200,36005025300,51.89
9001044300,36005025300,53.36
9001050400,36005025300,53.44
9001035400,36005025300,57.43
9001042900,36005025300,55.14
9001043000,36005025300,52.07
9001043300,36005025300,51.45
9001043600,36005025300,52.03
9001043700,36005025300,50.36
9001045300,36005025300,57.57
9001042500,36005025300,56.88
9001042600,36005025300,54.19
9001042700,36005025300,54.65
9001042800,36005025300,52.66
9001043400,36005025300,51.09
9001043500,36005025300,54.56
9001050500,36005025300,55.28
9001050600,36005025300,57.64
9001045101,36005025300,62.14
9001045400,36005025300,58.03
9001050100,36005025300,57.64
9001050200,36005025300,57.34
9001050300,36005025300,62.83
9001045102,36005025300,62.75
9001045200,36005025300,58.61
9001105100,36005025300,71.81
9001105200,36005025300,77.95
9001060100,36005025300,69.34
9001060200,36005025300,70.32
9001060300,36005025300,66.23
9001060400,36005025300,67.24
9001060500,36005025300,63.91
9001060600,36005025300,59.15
9001210702,36005025300,66.09
9001210701,36005025300,68.17
9001257200,36005025300,69.13
9001060700,36005025300,65.52
9001060800,36005025300,63.64
9001060900,36005025300,65.93
9001061000,36005025300,66.73
9001061100,36005025300,68.73
9001061200,36005025300,66.68
9001061300,36005025300,64.75
9001061400,36005025300,63.72
9001061500,36005025300,63.55
9001061600,36005025300,63.64
9001100100,36005025300,82.38
9001230400,36005025300,91.03
9001200100,36005025300,73.44
9001200302,36005025300,79.07
9001200200,36005025300,75.36
9001070100,36005025300,65.13
9001070200,36005025300,65.77
9001070300,36005025300,67.87
9001070400,36005025300,68.46
9001070500,36005025300,68.17
9001240100,36005025300,73.99
9001240200,36005025300,81.74
9001245100,36005025300,64.92
9001245200,36005025300,66.82
9001245300,36005025300,64.88
9001245400,36005025300,64.7
9001245500,36005025300,61.23
9001245600,36005025300,63.48
9001090600,36005025300,78.44
9001090700,36005025300,79.22
9001070600,36005025300,68.28
9001070900,36005025300,66.9
9001071000,36005025300,66.39
9001071100,36005025300,66.62
9001071200,36005025300,67.61
