,origin,destination,minutes
3470643,36047045000,36047004400,81.69
3470658,36047045000,36047013200,56.92
3470663,36047045000,36047012801,55.03
3470668,36047045000,36047012600,62.54
3470690,36047045000,36047007000,69.4
3470699,36047045000,36047002200,64.55
3470713,36047045000,36047008600,50.86
3470714,36047045000,36047003800,81.65
3470717,36047045000,36047003400,80.0
3470742,36047045000,36047008500,87.53
3470749,36047045000,36061000500,116.3
3470753,36047045000,36047017600,54.51
3470754,36047045000,36047016800,63.53
3470755,36047045000,36047017400,58.28
3470756,36047045000,36047015400,67.36
3470757,36047045000,36047005602,87.59
3470758,36047045000,36047016400,76.36
3470771,36047045000,36047029200,42.62
3470772,36047045000,36047028600,46.24
3470773,36047045000,36047028200,48.99
3470774,36047045000,36047028000,50.86
3470799,36047045000,36047033600,85.65
3470804,36047045000,36047046202,3.05
3470806,36047045000,36047045800,7.93
3470808,36047045000,36047046201,8.77
3470812,36047045000,36047048400,17.8
3470813,36047045000,36047046000,15.68
3470816,36047045000,36047048200,16.56
3470818,36047045000,36047049000,22.12
3470827,36047045000,36047049400,28.31
3470834,36047045000,36047017700,55.32
3470840,36047045000,36047004700,101.96
3470856,36047045000,36047043800,19.59
3470858,36047045000,36047044000,16.96
3470860,36047045000,36047044400,14.84
3470861,36047045000,36047044800,13.58
3470862,36047045000,36047045000,0.0
3470863,36047045000,36047045200,11.76
3470864,36047045000,36047036001,68.57
3470865,36047045000,36047036200,65.83
3470866,36047045000,36047035602,65.21
3470867,36047045000,36047035400,66.15
3470868,36047045000,36047035601,62.41
3470869,36047045000,36047036600,60.72
3470871,36047045000,36047034000,83.46
3470872,36047045000,36047035200,78.51
3470877,36047045000,36047033000,83.66
3470878,36047045000,36047034800,64.11
3470883,36047045000,36047036400,63.97
3470885,36047045000,36047037401,48.91
3470886,36047045000,36047037000,53.66
3470894,36047045000,36047039000,46.41
3470896,36047045000,36047039200,44.71
3470897,36047045000,36047039400,41.98
3470902,36047045000,36047041402,31.51
3470903,36047045000,36047041600,37.07
3470905,36047045000,36047041800,32.5
3470909,36047045000,36047042200,24.97
3470912,36047045000,36047042000,28.21
3470915,36047045000,36047044200,23.57
3470944,36047045000,36047000700,108.43
3470948,36047045000,36047061002,75.26
3470949,36047045000,36047036002,69.87
3470968,36047045000,36047016500,71.84
3470970,36047045000,36047015900,79.94
3470971,36047045000,36047020700,78.18
3470972,36047045000,36047021500,79.08
3470990,36047045000,36047061600,83.28
3471020,36047045000,36047026300,111.38
3471033,36047045000,36047021300,72.98
3471034,36047045000,36047032500,72.08
3471035,36047045000,36047032300,72.81
3471036,36047045000,36047032100,74.66
3471037,36047045000,36047031900,77.97
3471038,36047045000,36047021700,79.65
3471039,36047045000,36047021900,79.38
3471040,36047045000,36047031702,82.11
3471047,36047045000,36047034100,89.92
3471093,36047045000,36047092400,104.89
3471094,36047045000,36047035900,103.07
3471098,36047045000,36047034500,99.4
3471171,36047045000,36047098200,96.51
3471187,36047045000,36047101800,104.75
3471193,36047045000,36047110400,109.24
3471194,36047045000,36047066600,91.31
3471201,36047045000,36047070201,83.47
3471206,36047045000,36047069602,71.69
3471245,36047045000,36047099800,75.17
3471270,36047045200,36085007400,233.44
3471272,36047045200,36085001800,227.88
3471275,36047045200,36047005601,94.97
3471276,36047045200,36047005400,94.43
3471277,36047045200,36047005202,96.96
3471278,36047045200,36047005201,95.68
3471280,36047045200,36047005000,92.91
3471281,36047045200,36047004600,87.57
3471282,36047045200,36047004400,89.31
3471297,36047045200,36047013200,64.53
3471302,36047045200,36047012801,62.64
3471307,36047045200,36047012600,70.15
3471329,36047045200,36047007000,77.01
3471338,36047045200,36047002200,73.46
3471352,36047045200,36047008600,59.89
3471353,36047045200,36047003800,89.26
3471356,36047045200,36047003400,87.61
3471381,36047045200,36047008500,93.26
3471388,36047045200,36061000500,122.03
3471392,36047045200,36047017600,61.73
3471393,36047045200,36047016800,70.75
3471394,36047045200,36047017400,65.5
3471395,36047045200,36047015400,74.58
3471396,36047045200,36047005602,95.2
3471397,36047045200,36047016400,83.58
3471410,36047045200,36047029200,48.79
3471411,36047045200,36047028600,53.42
3471412,36047045200,36047028200,56.21
3471413,36047045200,36047028000,58.08
3471438,36047045200,36047033600,88.41
3471443,36047045200,36047046202,12.15
3471445,36047045200,36047045800,9.71
3471447,36047045200,36047046201,17.8
3471451,36047045200,36047048400,22.74
3471452,36047045200,36047046000,19.62
3471455,36047045200,36047048200,20.61
3471457,36047045200,36047049000,26.18
3471466,36047045200,36047049400,32.48
3471473,36047045200,36047017700,59.38
3471479,36047045200,36047004700,107.69
3471495,36047045200,36047043800,16.08
3471497,36047045200,36047044000,11.76
3471499,36047045200,36047044400,8.27
3471500,36047045200,36047044800,5.23
3471501,36047045200,36047045000,11.76
3471502,36047045200,36047045200,0.0
3471503,36047045200,36047036001,62.2
3471504,36047045200,36047036200,59.47
3471505,36047045200,36047035602,59.73
3471506,36047045200,36047035400,63.89
3471507,36047045200,36047035601,58.2
3471508,36047045200,36047036600,54.35
3471510,36047045200,36047034000,85.02
3471511,36047045200,36047035200,80.06
3471516,36047045200,36047033000,86.41
3471517,36047045200,36047034800,65.7
3471522,36047045200,36047036400,57.6
3471524,36047045200,36047037401,46.14
3471525,36047045200,36047037000,44.09
3471533,36047045200,36047039000,37.41
3471535,36047045200,36047039200,33.25
3471536,36047045200,36047039400,30.44
3471541,36047045200,36047041402,24.24
3471542,36047045200,36047041600,25.47
3471544,36047045200,36047041800,20.84
3471548,36047045200,36047042200,20.3
3471551,36047045200,36047042000,16.53
3471554,36047045200,36047044200,11.88
3471583,36047045200,36047000700,114.17
3471587,36047045200,36047061002,64.31
3471588,36047045200,36047036002,62.27
3471607,36047045200,36047016500,75.98
3471609,36047045200,36047015900,84.0
3471610,36047045200,36047020700,82.24
3471611,36047045200,36047021500,83.03
3471629,36047045200,36047061600,72.15
3471659,36047045200,36047026300,115.32
3471672,36047045200,36047021300,76.93
3471673,36047045200,36047032500,76.03
3471674,36047045200,36047032300,76.74
3471675,36047045200,36047032100,78.59
3471676,36047045200,36047031900,81.91
3471677,36047045200,36047021700,83.61
3471678,36047045200,36047021900,83.31
3471679,36047045200,36047031702,86.04
3471686,36047045200,36047034100,93.85
3471732,36047045200,36047092400,103.38
3471733,36047045200,36047035900,104.24
3471737,36047045200,36047034500,103.33
3471813,36047045200,36047098200,93.17
3471829,36047045200,36047101800,101.41
3471835,36047045200,36047110400,106.75
3471837,36047045200,36047066600,79.55
3471844,36047045200,36047070201,74.39
3471849,36047045200,36047069602,64.2
3471888,36047045200,36047099800,71.83
3473221,36047045800,36085001800,221.44
3473224,36047045800,36047005601,89.98
3473225,36047045800,36047005400,89.44
3473226,36047045800,36047005202,91.97
3473227,36047045800,36047005201,90.69
3473229,36047045800,36047005000,87.92
3473230,36047045800,36047004600,82.58
3473231,36047045800,36047004400,84.32
3473246,36047045800,36047013200,59.54
3473251,36047045800,36047012801,57.65
3473256,36047045800,36047012600,65.16
3473278,36047045800,36047007000,72.02
3473287,36047045800,36047002200,67.02
3473301,36047045800,36047008600,50.92
3473302,36047045800,36047003800,84.27
3473305,36047045800,36047003400,82.62
3473330,36047045800,36047008500,84.28
3473337,36047045800,36061000500,113.05
3473341,36047045800,36047017600,58.43
3473342,36047045800,36047016800,67.45
3473343,36047045800,36047017400,62.2
3473344,36047045800,36047015400,71.28
3473345,36047045800,36047005602,90.21
3473346,36047045800,36047016400,80.28
3473359,36047045800,36047029200,50.55
3473360,36047045800,36047028600,53.36
3473361,36047045800,36047028200,53.36
3473362,36047045800,36047028000,54.95
3473387,36047045800,36047033600,93.58
3473392,36047045800,36047046202,7.06
3473394,36047045800,36047045800,0.0
3473396,36047045800,36047046201,8.82
3473400,36047045800,36047048400,13.76
3473401,36047045800,36047046000,9.98
3473404,36047045800,36047048200,11.61
3473406,36047045800,36047049000,17.18
3473415,36047045800,36047049400,23.49
3473422,36047045800,36047017700,50.39
3473428,36047045800,36047004700,98.71
3473444,36047045800,36047043800,25.55
3473446,36047045800,36047044000,21.23
3473448,36047045800,36047044400,17.73
3473449,36047045800,36047044800,14.69
3473450,36047045800,36047045000,7.93
3473451,36047045800,36047045200,9.71
3473452,36047045800,36047036001,71.89
3473453,36047045800,36047036200,69.16
3473454,36047045800,36047035602,69.43
3473455,36047045800,36047035400,73.59
3473456,36047045800,36047035601,67.89
3473457,36047045800,36047036600,64.05
3473459,36047045800,36047034000,91.39
3473460,36047045800,36047035200,86.44
3473465,36047045800,36047033000,91.59
3473466,36047045800,36047034800,72.04
3473471,36047045800,36047036400,67.3
3473473,36047045800,36047037401,55.84
3473474,36047045800,36047037000,53.8
3473482,36047045800,36047039000,47.11
3473484,36047045800,36047039200,42.96
3473485,36047045800,36047039400,40.15
3473490,36047045800,36047041402,33.94
3473491,36047045800,36047041600,34.62
3473493,36047045800,36047041800,29.92
3473497,36047045800,36047042200,29.77
3473500,36047045800,36047042000,25.57
3473503,36047045800,36047044200,20.96
3473522,36047045800,36061000900,124.42
3473533,36047045800,36047000700,105.18
3473538,36047045800,36047061002,74.01
3473539,36047045800,36047036002,71.97
3473561,36047045800,36047016500,66.98
3473563,36047045800,36047015900,75.0
3473564,36047045800,36047020700,73.24
3473565,36047045800,36047021500,73.32
3473583,36047045800,36047061600,81.4
3473589,36047045800,36047021100,104.16
3473622,36047045800,36047026300,105.61
3473639,36047045800,36047021300,67.22
3473640,36047045800,36047032500,66.33
3473641,36047045800,36047032300,67.04
3473642,36047045800,36047032100,68.89
3473643,36047045800,36047031900,72.2
3473644,36047045800,36047021700,73.9
3473645,36047045800,36047021900,73.61
3473646,36047045800,36047031702,76.34
3473653,36047045800,36047034100,84.15
3473699,36047045800,36047092400,99.12
3473700,36047045800,36047035900,97.3
3473704,36047045800,36047034500,93.63
3473736,36047045800,36047114201,129.57
3473790,36047045800,36047098200,91.15
3473806,36047045800,36047101800,101.85
3473812,36047045800,36047110400,103.74
3473814,36047045800,36047066600,88.49
3473821,36047045800,36047070201,80.57
3473826,36047045800,36047069602,68.79
3473865,36047045800,36047099800,72.27
3473890,36047046201,36085007400,223.44
3473892,36047046201,36085001800,217.87
3473897,36047046201,36047005601,86.42
3473898,36047046201,36047005400,85.88
3473899,36047046201,36047005202,88.41
3473900,36047046201,36047005201,87.13
3473902,36047046201,36047005000,84.36
3473903,36047046201,36047004600,79.02
3473904,36047046201,36047004400,80.76
3473919,36047046201,36047013200,55.98
3473924,36047046201,36047012801,54.09
3473929,36047046201,36047012600,61.6
3473951,36047046201,36047007000,68.46
3473960,36047046201,36047002200,63.46
3473974,36047046201,36047008600,45.67
3473975,36047046201,36047003800,80.71
3473978,36047046201,36047003400,79.06
3474003,36047046201,36047008500,81.22
3474010,36047046201,36061000500,109.98
3474014,36047046201,36047017600,55.86
3474015,36047046201,36047016800,64.35
3474016,36047046201,36047017400,59.43
3474017,36047046201,36047015400,68.15
3474018,36047046201,36047005602,86.65
3474019,36047046201,36047016400,77.14
3474032,36047046201,36047029200,51.37
3474033,36047046201,36047028600,51.97
3474034,36047046201,36047028200,51.97
3474035,36047046201,36047028000,53.56
3474060,36047046201,36047033600,94.42
3474065,36047046201,36047046202,5.72
3474067,36047046201,36047045800,8.82
3474069,36047046201,36047046201,0.0
3474073,36047046201,36047048400,10.54
3474074,36047046201,36047046000,9.95
3474077,36047046201,36047048200,9.35
3474079,36047046201,36047049000,14.91
3474088,36047046201,36047049400,21.1
3474095,36047046201,36047017700,48.11
3474101,36047046201,36047004700,95.65
3474117,36047046201,36047043800,28.36
3474119,36047046201,36047044000,25.73
3474121,36047046201,36047044400,22.65
3474122,36047046201,36047044800,19.61
3474123,36047046201,36047045000,8.77
3474124,36047046201,36047045200,17.8
3474125,36047046201,36047036001,77.34
3474126,36047046201,36047036200,74.61
3474127,36047046201,36047035602,73.98
3474128,36047046201,36047035400,74.92
3474129,36047046201,36047035601,71.18
3474130,36047046201,36047036600,69.49
3474132,36047046201,36047034000,92.23
3474133,36047046201,36047035200,87.28
3474138,36047046201,36047033000,92.43
3474139,36047046201,36047034800,72.89
3474144,36047046201,36047036400,72.74
3474146,36047046201,36047037401,57.68
3474147,36047046201,36047037000,60.71
3474155,36047046201,36047039000,52.89
3474157,36047046201,36047039200,50.75
3474158,36047046201,36047039400,48.01
3474163,36047046201,36047041402,38.88
3474164,36047046201,36047041600,43.1
3474166,36047046201,36047041800,38.53
3474170,36047046201,36047042200,33.74
3474173,36047046201,36047042000,34.25
3474176,36047046201,36047044200,29.61
3474194,36047046201,36061000700,118.92
3474196,36047046201,36061000900,120.86
3474207,36047046201,36047000700,102.12
3474212,36047046201,36047061002,81.47
3474213,36047046201,36047036002,78.65
3474230,36047046201,36047002100,153.25
3474236,36047046201,36047016500,64.7
3474238,36047046201,36047015900,72.72
3474239,36047046201,36047020700,70.96
3474240,36047046201,36047021500,71.86
3474258,36047046201,36047061600,89.32
3474264,36047046201,36047021100,101.88
3474298,36047046201,36047026300,104.22
3474314,36047046201,36047021300,65.76
3474315,36047046201,36047032500,64.87
3474316,36047046201,36047032300,65.65
3474317,36047046201,36047032100,67.49
3474318,36047046201,36047031900,70.81
3474319,36047046201,36047021700,72.44
3474320,36047046201,36047021900,72.21
3474321,36047046201,36047031702,74.94
3474328,36047046201,36047034100,82.76
3474374,36047046201,36047092400,97.73
3474375,36047046201,36047035900,95.91
3474379,36047046201,36047034500,92.23
3474411,36047046201,36047114201,128.18
3474463,36047046201,36047098200,94.6
3474479,36047046201,36047101800,106.47
3474485,36047046201,36047110400,105.5
3474487,36047046201,36047066600,97.31
3474494,36047046201,36047070201,88.91
3474499,36047046201,36047069602,77.13
3474538,36047046201,36047099800,76.89
3474563,36047046202,36085007400,223.85
3474565,36047046202,36085001800,218.28
3474571,36047046202,36047005601,86.83
3474573,36047046202,36047005400,86.28
3474574,36047046202,36047005202,88.81
3474575,36047046202,36047005201,87.54
3474577,36047046202,36047005000,84.76
3474578,36047046202,36047004600,79.42
3474579,36047046202,36047004400,81.16
3474594,36047046202,36047013200,56.38
3474599,36047046202,36047012801,54.49
3474604,36047046202,36047012600,62.01
3474626,36047046202,36047007000,68.86
3474635,36047046202,36047002200,63.86
3474649,36047046202,36047008600,47.81
3474650,36047046202,36047003800,81.11
3474653,36047046202,36047003400,79.46
3474678,36047046202,36047008500,84.48
3474685,36047046202,36061000500,113.25
3474689,36047046202,36047017600,55.04
3474690,36047046202,36047016800,64.06
3474691,36047046202,36047017400,58.81
3474692,36047046202,36047015400,67.89
3474693,36047046202,36047005602,87.06
3474694,36047046202,36047016400,76.89
3474707,36047046202,36047029200,45.67
3474708,36047046202,36047028600,48.2
3474709,36047046202,36047028200,49.62
3474710,36047046202,36047028000,51.49
3474735,36047046202,36047033600,88.7
3474740,36047046202,36047046202,0.0
3474742,36047046202,36047045800,7.06
3474744,36047046202,36047046201,5.72
3474748,36047046202,36047048400,15.68
3474749,36047046202,36047046000,14.74
3474752,36047046202,36047048200,14.69
3474754,36047046202,36047049000,20.25
3474763,36047046202,36047049400,26.44
3474770,36047046202,36047017700,53.45
3474776,36047046202,36047004700,98.91
3474792,36047046202,36047043800,22.64
3474794,36047046202,36047044000,20.01
3474796,36047046202,36047044400,17.01
3474797,36047046202,36047044800,13.97
3474798,36047046202,36047045000,3.05
3474799,36047046202,36047045200,12.15
3474800,36047046202,36047036001,71.62
3474801,36047046202,36047036200,68.89
3474802,36047046202,36047035602,68.26
3474803,36047046202,36047035400,69.2
3474804,36047046202,36047035601,65.46
3474805,36047046202,36047036600,63.77
3474807,36047046202,36047034000,86.51
3474808,36047046202,36047035200,81.56
3474813,36047046202,36047033000,86.71
3474814,36047046202,36047034800,67.16
3474819,36047046202,36047036400,67.02
3474821,36047046202,36047037401,51.96
3474822,36047046202,36047037000,55.06
3474830,36047046202,36047039000,47.25
3474832,36047046202,36047039200,45.1
3474833,36047046202,36047039400,42.37
3474838,36047046202,36047041402,33.23
3474839,36047046202,36047041600,37.46
3474841,36047046202,36047041800,32.89
3474845,36047046202,36047042200,28.02
3474848,36047046202,36047042000,28.61
3474851,36047046202,36047044200,23.96
3474870,36047046202,36061000900,121.27
3474881,36047046202,36047000700,105.38
3474886,36047046202,36047061002,75.83
3474887,36047046202,36047036002,72.92
3474908,36047046202,36047016500,68.79
3474910,36047046202,36047015900,77.86
3474911,36047046202,36047020700,76.31
3474912,36047046202,36047021500,77.2
3474930,36047046202,36047061600,83.67
3474936,36047046202,36047021100,107.22
3474964,36047046202,36047026300,109.56
3474980,36047046202,36047021300,71.11
3474981,36047046202,36047032500,70.21
3474982,36047046202,36047032300,70.99
3474983,36047046202,36047032100,72.84
3474984,36047046202,36047031900,76.15
3474985,36047046202,36047021700,77.78
3474986,36047046202,36047021900,77.56
3474987,36047046202,36047031702,80.29
3474994,36047046202,36047034100,88.1
3475040,36047046202,36047092400,103.07
3475041,36047046202,36047035900,101.25
3475045,36047046202,36047034500,97.58
3475121,36047046202,36047098200,96.9
3475137,36047046202,36047101800,105.14
3475143,36047046202,36047110400,109.63
3475145,36047046202,36047066600,91.7
3475152,36047046202,36047070201,83.86
3475157,36047046202,36047069602,72.08
3475196,36047046202,36047099800,75.56
3480539,36047048200,36085001800,218.91
3480542,36047048200,36047005601,91.36
3480543,36047048200,36047005400,90.82
3480544,36047048200,36047005202,93.35
3480545,36047048200,36047005201,92.07
3480547,36047048200,36047005000,89.3
3480548,36047048200,36047004600,83.96
3480549,36047048200,36047004400,85.7
3480564,36047048200,36047013200,60.92
3480569,36047048200,36047012801,59.03
3480574,36047048200,36047012600,66.54
3480596,36047048200,36047007000,73.4
3480605,36047048200,36047002200,68.4
3480619,36047048200,36047008600,45.52
3480620,36047048200,36047003800,85.65
3480623,36047048200,36047003400,84.0
3480649,36047048200,36047008500,76.36
3480656,36047048200,36061000500,105.12
3480660,36047048200,36047017600,61.13
3480661,36047048200,36047016800,69.58
3480662,36047048200,36047017400,64.66
3480663,36047048200,36047015400,73.38
3480664,36047048200,36047005602,91.59
3480665,36047048200,36047016400,82.37
3480678,36047048200,36047029200,59.18
3480679,36047048200,36047028600,59.96
3480680,36047048200,36047028200,59.96
3480681,36047048200,36047028000,60.2
3480706,36047048200,36047033600,102.21
3480711,36047048200,36047046202,14.69
3480713,36047048200,36047045800,11.61
3480715,36047048200,36047046201,9.35
3480719,36047048200,36047048400,7.11
3480720,36047048200,36047046000,5.12
3480723,36047048200,36047048200,0.0
3480725,36047048200,36047049000,9.54
3480734,36047048200,36047049400,15.88
3480741,36047048200,36047017700,39.75
3480747,36047048200,36047004700,90.75
3480763,36047048200,36047043800,34.19
3480765,36047048200,36047044000,29.87
3480767,36047048200,36047044400,26.36
3480768,36047048200,36047044800,23.32
3480769,36047048200,36047045000,16.56
3480770,36047048200,36047045200,20.61
3480771,36047048200,36047036001,80.61
3480772,36047048200,36047036200,77.88
3480773,36047048200,36047035602,78.14
3480774,36047048200,36047035400,82.3
3480775,36047048200,36047035601,76.61
3480776,36047048200,36047036600,72.76
3480778,36047048200,36047034000,100.02
3480779,36047048200,36047035200,95.07
3480784,36047048200,36047033000,100.22
3480785,36047048200,36047034800,80.67
3480790,36047048200,36047036400,76.02
3480792,36047048200,36047037401,64.55
3480793,36047048200,36047037000,63.64
3480801,36047048200,36047039000,55.83
3480803,36047048200,36047039200,53.68
3480804,36047048200,36047039400,50.94
3480809,36047048200,36047041402,42.59
3480810,36047048200,36047041600,46.02
3480812,36047048200,36047041800,41.4
3480816,36047048200,36047042200,38.41
3480819,36047048200,36047042000,36.62
3480822,36047048200,36047044200,32.44
3480840,36047048200,36061000700,119.96
3480842,36047048200,36061031900,126.48
3480843,36047048200,36061000900,121.9
3480854,36047048200,36047000700,97.22
3480859,36047048200,36047061002,83.33
3480860,36047048200,36047036002,81.63
3480875,36047048200,36061001502,123.5
3480876,36047048200,36061001501,127.05
3480879,36047048200,36047002100,144.9
3480880,36047048200,36061002500,129.08
3480881,36047048200,36061000800,130.62
3480887,36047048200,36047016500,56.35
3480889,36047048200,36047015900,64.36
3480890,36047048200,36047020700,62.61
3480891,36047048200,36047021500,62.54
3480909,36047048200,36047061600,90.04
3480915,36047048200,36047021100,93.53
3480918,36047048200,36061000202,142.16
3480919,36047048200,36061000600,134.03
3480922,36047048200,36061001001,144.52
3480971,36047048200,36047026300,95.06
3480988,36047048200,36047021300,56.45
3480989,36047048200,36047032500,55.55
3480990,36047048200,36047032300,56.77
3480991,36047048200,36047032100,59.26
3480992,36047048200,36047031900,62.58
3480993,36047048200,36047021700,63.12
3480994,36047048200,36047021900,63.34
3480995,36047048200,36047031702,66.71
3481002,36047048200,36047034100,74.26
3481048,36047048200,36047092400,89.86
3481049,36047048200,36047035900,87.67
3481053,36047048200,36047034500,84.0
3481085,36047048200,36047114201,120.31
3481102,36047048200,36081056100,157.46
3481157,36047048200,36047098200,91.58
3481173,36047048200,36047101800,104.04
3481181,36047048200,36047110400,97.64
3481184,36047048200,36047066600,95.95
3481191,36047048200,36047070201,86.48
3481196,36047048200,36047069602,74.7
3481235,36047048200,36047099800,74.46
3481261,36047048400,36085001800,213.49
3481264,36047048400,36047005601,86.32
3481265,36047048400,36047005400,85.78
3481266,36047048400,36047005202,88.31
3481267,36047048400,36047005201,87.03
3481269,36047048400,36047005000,84.26
3481270,36047048400,36047004600,78.92
3481271,36047048400,36047004400,80.66
3481286,36047048400,36047013200,55.88
3481291,36047048400,36047012801,53.99
3481296,36047048400,36047012600,61.5
3481318,36047048400,36047007000,68.36
3481327,36047048400,36047002200,63.36
3481341,36047048400,36047008600,39.72
3481342,36047048400,36047003800,80.61
3481345,36047048400,36047003400,78.96
3481371,36047048400,36047008500,70.89
3481378,36047048400,36061000500,99.66
3481382,36047048400,36047017600,58.35
3481383,36047048400,36047016800,65.33
3481384,36047048400,36047017400,60.42
3481385,36047048400,36047015400,69.13
3481386,36047048400,36047005602,86.56
3481387,36047048400,36047016400,78.13
3481400,36047048400,36047029200,58.98
3481401,36047048400,36047028600,59.59
3481402,36047048400,36047028200,59.58
3481403,36047048400,36047028000,57.42
3481428,36047048400,36047033600,103.26
3481433,36047048400,36047046202,15.68
3481435,36047048400,36047045800,13.76
3481437,36047048400,36047046201,10.54
3481441,36047048400,36047048400,0.0
3481442,36047048400,36047046000,11.86
3481445,36047048400,36047048200,7.11
3481447,36047048400,36047049000,6.88
3481456,36047048400,36047049400,13.03
3481463,36047048400,36047017700,39.42
3481469,36047048400,36047004700,85.33
3481485,36047048400,36047043800,35.43
3481487,36047048400,36047044000,31.11
3481489,36047048400,36047044400,27.6
3481490,36047048400,36047044800,24.56
3481491,36047048400,36047045000,17.8
3481492,36047048400,36047045200,22.74
3481493,36047048400,36047036001,82.63
3481494,36047048400,36047036200,79.89
3481495,36047048400,36047035602,79.67
3481496,36047048400,36047035400,83.76
3481497,36047048400,36047035601,78.12
3481498,36047048400,36047036600,74.78
3481500,36047048400,36047034000,101.07
3481501,36047048400,36047035200,96.11
3481506,36047048400,36047033000,101.27
3481507,36047048400,36047034800,81.72
3481512,36047048400,36047036400,78.03
3481514,36047048400,36047037401,65.86
3481515,36047048400,36047037000,65.65
3481523,36047048400,36047039000,57.84
3481525,36047048400,36047039200,55.69
3481526,36047048400,36047039400,52.96
3481531,36047048400,36047041402,43.83
3481532,36047048400,36047041600,48.05
3481534,36047048400,36047041800,43.48
3481538,36047048400,36047042200,39.65
3481541,36047048400,36047042000,39.2
3481544,36047048400,36047044200,34.55
3481562,36047048400,36061000700,114.54
3481564,36047048400,36061031900,121.06
3481565,36047048400,36061000900,116.48
3481576,36047048400,36047000700,91.8
3481581,36047048400,36047061002,86.42
3481582,36047048400,36047036002,83.93
3481597,36047048400,36061001502,118.08
3481598,36047048400,36061001501,121.62
3481601,36047048400,36047002100,144.57
3481602,36047048400,36061002500,123.66
3481603,36047048400,36061000800,128.62
3481609,36047048400,36047016500,55.06
3481611,36047048400,36047015900,64.04
3481612,36047048400,36047020700,62.28
3481613,36047048400,36047021500,63.69
3481630,36047048400,36047061600,94.26
3481636,36047048400,36047021100,93.2
3481639,36047048400,36061000202,139.08
3481640,36047048400,36061000600,133.14
3481643,36047048400,36061001001,140.6
3481690,36047048400,36047026300,96.26
3481707,36047048400,36047021300,57.64
3481708,36047048400,36047032500,56.74
3481709,36047048400,36047032300,58.73
3481710,36047048400,36047032100,61.89
3481711,36047048400,36047031900,65.21
3481712,36047048400,36047021700,64.32
3481713,36047048400,36047021900,64.66
3481714,36047048400,36047031702,68.72
3481721,36047048400,36047034100,76.22
3481767,36047048400,36047092400,93.91
3481768,36047048400,36047035900,90.7
3481772,36047048400,36047034500,87.03
3481804,36047048400,36047114201,124.36
3481870,36047048400,36047098200,96.57
3481886,36047048400,36047101800,110.41
3481893,36047048400,36047110400,102.62
3481895,36047048400,36047066600,102.26
3481902,36047048400,36047070201,92.85
3481907,36047048400,36047069602,81.06
3481946,36047048400,36047099800,80.83
3486529,36047061002,36085001800,282.21
3486530,36047061002,36047005601,116.6
3486531,36047061002,36047005400,116.66
3486532,36047061002,36047005202,119.31
3486533,36047061002,36047005201,118.72
3486534,36047061002,36047005000,116.1
3486535,36047061002,36047004600,116.41
3486550,36047061002,36047013200,106.11
3486555,36047061002,36047012801,107.88
3486559,36047061002,36047012600,117.4
3486601,36047061002,36047017600,77.17
3486602,36047061002,36047016800,86.19
3486603,36047061002,36047017400,80.94
3486604,36047061002,36047015400,90.02
3486605,36047061002,36047005602,114.03
3486606,36047061002,36047016400,99.02
3486619,36047061002,36047029200,66.43
3486620,36047061002,36047028600,68.66
3486621,36047061002,36047028200,71.61
3486622,36047061002,36047028000,74.5
3486647,36047061002,36047033600,55.85
3486652,36047061002,36047046202,75.83
3486654,36047061002,36047045800,74.01
3486656,36047061002,36047046201,81.47
3486660,36047061002,36047048400,86.42
3486661,36047061002,36047046000,78.21
3486662,36047061002,36047048200,83.33
3486664,36047061002,36047049000,89.96
3486673,36047061002,36047049400,96.15
3486677,36047061002,36047017700,119.65
3486693,36047061002,36047043800,56.12
3486695,36047061002,36047044000,58.98
3486697,36047061002,36047044400,61.92
3486698,36047061002,36047044800,66.08
3486699,36047061002,36047045000,75.26
3486700,36047061002,36047045200,64.31
3486701,36047061002,36047036001,13.07
3486702,36047061002,36047036200,10.82
3486703,36047061002,36047035602,19.19
3486704,36047061002,36047035400,21.88
3486705,36047061002,36047035601,21.61
3486706,36047061002,36047036600,15.04
3486708,36047061002,36047034000,44.92
3486709,36047061002,36047035200,38.54
3486714,36047061002,36047033000,53.86
3486715,36047061002,36047034800,33.14
3486720,36047061002,36047036400,12.62
3486722,36047061002,36047037401,26.84
3486723,36047061002,36047037000,22.06
3486731,36047061002,36047039000,29.16
3486733,36047061002,36047039200,32.1
3486734,36047061002,36047039400,35.45
3486739,36047061002,36047041402,44.55
3486740,36047061002,36047041600,39.87
3486742,36047061002,36047041800,44.57
3486746,36047061002,36047042200,50.97
3486749,36047061002,36047042000,49.1
3486752,36047061002,36047044200,53.75
3486770,36047061002,36047061002,0.0
3486771,36047061002,36047036002,9.0
3486788,36047061002,36047061600,16.73
3486825,36047061002,36047066600,70.07
3486832,36047061002,36047070201,91.93
3486837,36047061002,36047069602,93.77
3486876,36047061002,36047099800,114.37
3486898,36047061002,36081091800,126.79
3486899,36047061002,36081092200,140.93
3486900,36047061002,36081092800,148.6
3486902,36047061600,36047005601,128.55
3486903,36047061600,36047005400,128.0
3486916,36047061600,36047013200,116.78
3486921,36047061600,36047012801,117.93
3486923,36047061600,36047012600,125.81
3486958,36047061600,36047017600,91.0
3486959,36047061600,36047016800,100.02
3486960,36047061600,36047017400,94.77
3486961,36047061600,36047015400,103.85
3486962,36047061600,36047005602,127.86
3486963,36047061600,36047016400,112.85
