,origin,destination,minutes
1790247,17031490500,17031520400,106.05
1790252,17031490500,17031520100,94.08
1790254,17031490500,17031833900,80.76
1790258,17031490500,17031460200,98.39
1790259,17031490500,17031460500,77.44
1790260,17031490500,17031460400,83.3
1790262,17031490500,17031460100,100.3
1790264,17031490500,17031691500,59.89
1790265,17031490500,17031834200,77.21
1790270,17031490500,17031691000,61.51
1790272,17031490500,17031430900,86.54
1790276,17031490500,17031431400,108.39
1790277,17031490500,17031430500,91.12
1790279,17031490500,17031430700,108.25
1790280,17031490500,17031430300,92.09
1790283,17031490500,17031430102,107.47
1790284,17031490600,17031700100,112.38
1790289,17031490600,17031710200,68.22
1790290,17031490600,17031700200,131.74
1790292,17031490600,17031681300,70.91
1790293,17031490600,17031691100,66.7
1790294,17031490600,17031672000,97.41
1790297,17031490600,17031661000,105.21
1790298,17031490600,17031660900,114.56
1790300,17031490600,17031660800,128.26
1790301,17031490600,17031671500,103.56
1790304,17031490600,17031681200,80.34
1790306,17031490600,17031660700,119.31
1790309,17031490600,17031671300,112.74
1790310,17031490600,17031834900,94.84
1790314,17031490600,17031420800,102.81
1790315,17031490600,17031420400,111.18
1790316,17031490600,17031680600,106.28
1790317,17031490600,17031834800,100.02
1790324,17031490600,17031680900,89.36
1790325,17031490600,17031842500,95.05
1790332,17031490600,17031670500,134.04
1790333,17031490600,17031670300,129.55
1790334,17031490600,17031834600,102.45
1790336,17031490600,17031670100,120.24
1790337,17031490600,17031680500,116.33
1790339,17031490600,17031834700,109.95
1790342,17031490600,17031400400,110.29
1790344,17031490600,17031836200,126.66
1790345,17031490600,17031411200,131.99
1790346,17031490600,17031400300,115.05
1790347,17031490600,17031411100,133.87
1790349,17031490600,17031841800,90.33
1790350,17031490600,17031834400,108.63
1790351,17031490600,17031843900,120.97
1790352,17031490600,17031420200,119.31
1790353,17031490600,17031420100,126.59
1790354,17031490600,17031411000,139.59
1790355,17031490600,17031720600,64.73
1790357,17031490600,17031720200,42.79
1790358,17031490600,17031730400,26.04
1790359,17031490600,17031720500,73.68
1790362,17031490600,17031720400,68.49
1790369,17031490600,17031700402,104.99
1790370,17031490600,17031700502,85.91
1790371,17031490600,17031720100,55.91
1790373,17031490600,17031730201,40.28
1790375,17031490600,17031711300,56.71
1790377,17031490600,17031711500,28.29
1790378,17031490600,17031711200,67.26
1790379,17031490600,17031711100,55.8
1790380,17031490600,17031711000,47.41
1790381,17031490600,17031842400,47.59
1790382,17031490600,17031700302,123.77
1790384,17031490600,17031710900,41.82
1790385,17031490600,17031710500,75.84
1790387,17031490600,17031710700,63.48
1790388,17031490600,17031700401,117.29
1790390,17031490600,17031710800,56.68
1790392,17031490600,17031691200,59.07
1790397,17031490600,17031540101,105.36
1790398,17031490600,17031530502,69.98
1790399,17031490600,17031550200,147.08
1790402,17031490600,17031530400,85.85
1790403,17031490600,17031530501,68.56
1790404,17031490600,17031750400,86.07
1790405,17031490600,17031530300,72.86
1790406,17031490600,17031540102,102.5
1790407,17031490600,17031550100,166.68
1790408,17031490600,17031530100,58.87
1790409,17031490600,17031750500,75.22
1790410,17031490600,17031530200,54.67
1790411,17031490600,17031750600,63.01
1790414,17031490600,17031838800,88.81
1790415,17031490600,17031491400,51.55
1790416,17031490600,17031500300,59.36
1790418,17031490600,17031750200,65.57
1790419,17031490600,17031750100,55.04
1790420,17031490600,17031491100,34.62
1790422,17031490600,17031520600,126.45
1790423,17031490600,17031520500,131.35
1790424,17031490600,17031720700,52.49
1790425,17031490600,17031491000,27.02
1790426,17031490600,17031730700,38.21
1790428,17031490600,17031500200,45.89
1790430,17031490600,17031520300,112.33
1790432,17031490600,17031490700,11.39
1790433,17031490600,17031730500,14.63
1790434,17031490600,17031490600,0.0
1790435,17031490600,17031500100,41.18
1790436,17031490600,17031490500,21.63
1790437,17031490600,17031510200,77.77
1790438,17031490600,17031510100,87.95
1790439,17031490600,17031510300,68.87
1790440,17031490600,17031730100,19.02
1790441,17031490600,17031520200,104.25
1790442,17031490600,17031490400,24.8
1790443,17031490600,17031440900,34.4
1790444,17031490600,17031470100,45.13
1790448,17031490600,17031440800,42.51
1790451,17031490600,17031480500,79.78
1790453,17031490600,17031480100,74.59
1790454,17031490600,17031440202,50.51
1790456,17031490600,17031440300,44.66
1790458,17031490600,17031834300,69.35
1790472,17031490600,17031530503,82.4
1790473,17031490600,17031740400,111.71
1790474,17031490600,17031740300,108.93
1790475,17031490600,17031520400,119.46
1790479,17031490600,17031520100,107.59
1790481,17031490600,17031833900,94.28
1790485,17031490600,17031460200,111.77
1790486,17031490600,17031460500,90.81
1790487,17031490600,17031460400,96.67
1790489,17031490600,17031460100,113.67
1790491,17031490600,17031691500,73.27
1790492,17031490600,17031834200,90.59
1790496,17031490600,17031691000,67.87
1790498,17031490600,17031430900,99.92
1790502,17031490600,17031431400,121.77
1790503,17031490600,17031430500,104.49
1790505,17031490600,17031430700,121.62
1790506,17031490600,17031430300,105.47
1790509,17031490600,17031430102,120.85
1790510,17031490700,17031700100,120.29
1790514,17031490700,17031710200,79.59
1790515,17031490700,17031700200,139.65
1790517,17031490700,17031681300,82.28
1790518,17031490700,17031691100,74.91
1790519,17031490700,17031672000,106.68
1790522,17031490700,17031661000,113.12
1790523,17031490700,17031660900,122.47
1790524,17031490700,17031660800,136.18
1790525,17031490700,17031671500,114.16
1790528,17031490700,17031681200,91.49
1790530,17031490700,17031660700,127.22
1790533,17031490700,17031671300,122.11
1790534,17031490700,17031834900,106.21
1790538,17031490700,17031420800,111.01
1790539,17031490700,17031420400,119.39
1790540,17031490700,17031680600,117.65
1790541,17031490700,17031834800,111.39
1790548,17031490700,17031680900,99.29
1790549,17031490700,17031842500,103.26
1790555,17031490700,17031670500,141.95
1790556,17031490700,17031834600,110.66
1790559,17031490700,17031400300,123.26
1790560,17031490700,17031841800,98.21
1790561,17031490700,17031834400,116.84
1790562,17031490700,17031843900,128.85
1790563,17031490700,17031420200,127.52
1790564,17031490700,17031420100,134.47
1790565,17031490700,17031720600,58.82
1790567,17031490700,17031720200,43.51
1790568,17031490700,17031730400,34.49
1790569,17031490700,17031720500,67.77
1790572,17031490700,17031720400,69.2
1790579,17031490700,17031700402,112.9
1790580,17031490700,17031700502,93.82
1790581,17031490700,17031720100,63.8
1790583,17031490700,17031730201,50.63
1790585,17031490700,17031711300,64.61
1790587,17031490700,17031711500,39.58
1790588,17031490700,17031711200,75.17
1790589,17031490700,17031711100,66.54
1790590,17031490700,17031711000,58.68
1790591,17031490700,17031842400,55.8
1790592,17031490700,17031700302,131.68
1790594,17031490700,17031710900,53.19
1790595,17031490700,17031710500,83.88
1790597,17031490700,17031710700,74.86
1790598,17031490700,17031700401,125.2
1790600,17031490700,17031710800,68.06
1790602,17031490700,17031691200,69.11
1790608,17031490700,17031540101,94.27
1790609,17031490700,17031530502,59.19
1790610,17031490700,17031550200,135.76
1790613,17031490700,17031530400,76.33
1790614,17031490700,17031530501,57.77
1790615,17031490700,17031750400,80.16
1790616,17031490700,17031530300,63.35
1790617,17031490700,17031540102,91.41
1790618,17031490700,17031550100,155.36
1790619,17031490700,17031530100,47.56
1790620,17031490700,17031750500,69.31
1790621,17031490700,17031530200,43.88
1790622,17031490700,17031750600,53.5
1790625,17031490700,17031838800,77.66
1790626,17031490700,17031491400,40.21
1790627,17031490700,17031500300,48.03
1790629,17031490700,17031750200,59.66
1790630,17031490700,17031750100,47.27
1790631,17031490700,17031491100,25.05
1790633,17031490700,17031520600,115.3
1790634,17031490700,17031520500,120.2
1790635,17031490700,17031720700,46.58
1790636,17031490700,17031491000,16.23
1790637,17031490700,17031730700,28.72
1790639,17031490700,17031500200,34.73
1790641,17031490700,17031520300,101.18
1790643,17031490700,17031490700,0.0
1790644,17031490700,17031730500,14.86
1790645,17031490700,17031490600,11.39
1790646,17031490700,17031500100,34.05
1790647,17031490700,17031490500,21.8
1790648,17031490700,17031510200,81.27
1790649,17031490700,17031510100,92.62
1790650,17031490700,17031510300,75.96
1790651,17031490700,17031730100,30.29
1790652,17031490700,17031520200,103.55
1790653,17031490700,17031490400,33.01
1790654,17031490700,17031440900,42.61
1790655,17031490700,17031470100,52.88
1790659,17031490700,17031440800,50.43
1790662,17031490700,17031480500,86.87
1790664,17031490700,17031480100,81.68
1790665,17031490700,17031440202,58.72
1790667,17031490700,17031440300,52.86
1790669,17031490700,17031834300,77.23
1790685,17031490700,17031530503,72.04
1790686,17031490700,17031740400,105.8
1790687,17031490700,17031740300,103.02
1790688,17031490700,17031520400,108.3
1790692,17031490700,17031520100,108.61
1790694,17031490700,17031833900,101.37
1790698,17031490700,17031460200,119.21
1790699,17031490700,17031460500,98.69
1790700,17031490700,17031460400,104.55
1790702,17031490700,17031460100,121.55
1790704,17031490700,17031691500,81.15
1790705,17031490700,17031834200,98.47
1790709,17031490700,17031691000,76.08
1790711,17031490700,17031430900,107.8
1790715,17031490700,17031431400,129.65
1790716,17031490700,17031430500,112.38
1790718,17031490700,17031430700,129.5
1790719,17031490700,17031430300,113.35
1790722,17031490700,17031430102,128.73
1791219,17031710200,17031700100,63.26
1791224,17031710200,17031710200,0.0
1791225,17031710200,17031700200,82.64
1791226,17031710200,17031650500,100.05
1791228,17031710200,17031640700,128.44
1791229,17031710200,17031650301,104.63
1791231,17031710200,17031681300,19.5
1791232,17031710200,17031691100,28.4
1791233,17031710200,17031672000,29.43
1791236,17031710200,17031661000,50.59
1791237,17031710200,17031660900,53.33
1791240,17031710200,17031660800,66.95
1791241,17031710200,17031671500,35.57
1791244,17031710200,17031681200,31.36
1791246,17031710200,17031660700,54.54
1791255,17031710200,17031620300,123.78
1791256,17031710200,17031671300,44.58
1791257,17031710200,17031834900,26.67
1791261,17031710200,17031420800,70.87
1791262,17031710200,17031420400,79.24
1791263,17031710200,17031680600,38.14
1791264,17031710200,17031834800,44.4
1791271,17031710200,17031680900,42.17
1791272,17031710200,17031842500,62.08
1791278,17031710200,17031660302,83.19
1791280,17031710200,17031630900,100.55
1791281,17031710200,17031670500,67.81
1791285,17031710200,17031620200,130.96
1791287,17031710200,17031670300,61.38
1791288,17031710200,17031834600,59.34
1791290,17031710200,17031670100,52.08
1791291,17031710200,17031680500,48.19
1791292,17031710200,17031835100,82.01
1791296,17031710200,17031630500,91.94
1791297,17031710200,17031834700,52.6
1791300,17031710200,17031400400,77.32
1791303,17031710200,17031570300,141.97
1791304,17031710200,17031570400,134.25
1791305,17031710200,17031611600,79.7
1791307,17031710200,17031630100,90.32
1791310,17031710200,17031842800,114.3
1791311,17031710200,17031611400,85.29
1791316,17031710200,17031836200,94.72
1791317,17031710200,17031411200,100.06
1791318,17031710200,17031400300,82.08
1791319,17031710200,17031611900,64.8
1791321,17031710200,17031612100,61.77
1791322,17031710200,17031836100,87.38
1791323,17031710200,17031411100,101.94
1791324,17031710200,17031410600,102.67
1791325,17031710200,17031410700,106.89
1791326,17031710200,17031410800,109.07
1791327,17031710200,17031843800,71.18
1791328,17031710200,17031410500,97.4
1791329,17031710200,17031611200,75.57
1791330,17031710200,17031835600,79.66
1791331,17031710200,17031611100,72.59
1791332,17031710200,17031611000,66.08
1791333,17031710200,17031836300,105.38
1791334,17031710200,17031381800,91.77
1791336,17031710200,17031381700,88.79
1791339,17031710200,17031580600,120.02
1791340,17031710200,17031610300,94.63
1791342,17031710200,17031570200,147.88
1791343,17031710200,17031570100,139.88
1791346,17031710200,17031842600,84.41
1791347,17031710200,17031835800,106.33
1791350,17031710200,17031580200,137.1
1791351,17031710200,17031590500,122.83
1791353,17031710200,17031835900,112.96
1791355,17031710200,17031380100,121.37
1791356,17031710200,17031839900,104.07
1791357,17031710200,17031340600,115.17
1791359,17031710200,17031410100,117.31
1791361,17031710200,17031390600,116.6
1791362,17031710200,17031390400,106.61
1791363,17031710200,17031843600,104.11
1791367,17031710200,17031835500,98.03
1791368,17031710200,17031836000,113.17
1791370,17031710200,17031390200,121.35
1791371,17031710200,17031380500,110.22
1791372,17031710200,17031351500,121.55
1791374,17031710200,17031839600,126.43
1791375,17031710200,17031351100,137.09
1791376,17031710200,17031360200,131.69
1791378,17031710200,17031836500,135.35
1791379,17031710200,17031590600,113.7
1791381,17031710200,17031840300,129.78
1791382,17031710200,17031390700,123.83
1791383,17031710200,17031390100,124.91
1791384,17031710200,17031836400,128.31
1791387,17031710200,17031841800,63.66
1791388,17031710200,17031834400,76.7
1791389,17031710200,17031843900,93.27
1791390,17031710200,17031420200,87.38
1791391,17031710200,17031420100,96.04
1791392,17031710200,17031411000,109.99
1791393,17031710200,17031410900,114.57
1791394,17031710200,17031720600,92.78
1791396,17031710200,17031720200,70.91
1791397,17031710200,17031730400,51.84
1791398,17031710200,17031720500,101.72
1791401,17031710200,17031720400,94.36
1791409,17031710200,17031700402,78.8
1791410,17031710200,17031700502,62.87
1791411,17031710200,17031720100,59.44
1791413,17031710200,17031730201,44.17
1791415,17031710200,17031711300,44.39
1791417,17031710200,17031711500,41.16
1791418,17031710200,17031711200,35.73
1791419,17031710200,17031711100,27.07
1791420,17031710200,17031711000,22.37
1791421,17031710200,17031842400,30.65
1791423,17031710200,17031700302,92.41
1791427,17031710200,17031710900,27.36
1791428,17031710200,17031710500,26.07
1791430,17031710200,17031710700,16.73
1791431,17031710200,17031700401,76.56
1791433,17031710200,17031710800,11.56
1791435,17031710200,17031691200,20.44
1791439,17031710200,17031750400,114.18
1791440,17031710200,17031530300,104.19
1791441,17031710200,17031540102,166.43
1791442,17031710200,17031530100,124.34
1791443,17031710200,17031750500,103.34
1791444,17031710200,17031530200,113.48
1791445,17031710200,17031750600,95.37
1791448,17031710200,17031838800,145.86
1791449,17031710200,17031491400,116.52
1791450,17031710200,17031500300,124.32
1791452,17031710200,17031750200,93.68
1791453,17031710200,17031750100,86.39
1791454,17031710200,17031491100,85.78
1791456,17031710200,17031720700,80.61
1791457,17031710200,17031491000,95.19
1791458,17031710200,17031730700,75.24
1791460,17031710200,17031500200,110.67
1791463,17031710200,17031490700,79.59
1791464,17031710200,17031730500,66.36
1791465,17031710200,17031490600,68.22
1791466,17031710200,17031500100,99.96
1791467,17031710200,17031490500,80.84
1791468,17031710200,17031510200,129.37
1791469,17031710200,17031510100,130.2
1791470,17031710200,17031510300,124.22
1791471,17031710200,17031730100,50.45
1791472,17031710200,17031490400,78.05
1791473,17031710200,17031440900,74.45
1791474,17031710200,17031470100,88.04
1791478,17031710200,17031440800,76.93
1791481,17031710200,17031480500,111.74
1791483,17031710200,17031480100,95.79
1791484,17031710200,17031440202,58.79
1791486,17031710200,17031440300,45.59
1791488,17031710200,17031834300,72.85
1791490,17031710200,17031740400,139.82
1791491,17031710200,17031740300,136.43
1791496,17031710200,17031833900,117.1
1791500,17031710200,17031460200,116.41
1791501,17031710200,17031460500,87.8
1791502,17031710200,17031460400,97.63
1791504,17031710200,17031460100,109.18
1791506,17031710200,17031691500,54.22
1791507,17031710200,17031834200,73.27
1791511,17031710200,17031691000,39.86
1791513,17031710200,17031430900,77.05
1791517,17031710200,17031431400,100.16
1791518,17031710200,17031430500,81.44
1791520,17031710200,17031430700,98.86
1791521,17031710200,17031430300,77.67
1791524,17031710200,17031430102,95.39
1792122,17031710500,17031700100,44.2
1792127,17031710500,17031710200,26.07
1792128,17031710500,17031700200,63.58
1792129,17031710500,17031650500,92.44
1792131,17031710500,17031640700,120.83
1792132,17031710500,17031650301,97.37
1792134,17031710500,17031681300,45.27
1792135,17031710500,17031691100,52.41
1792136,17031710500,17031672000,26.94
1792139,17031710500,17031661000,36.71
1792140,17031710500,17031660900,46.04
1792143,17031710500,17031660800,59.76
1792144,17031710500,17031671500,35.95
1792147,17031710500,17031681200,57.12
1792149,17031710500,17031660700,47.48
1792158,17031710500,17031620300,117.17
1792159,17031710500,17031671300,42.37
1792160,17031710500,17031834900,43.16
1792164,17031710500,17031420800,94.88
1792165,17031710500,17031420400,103.25
1792166,17031710500,17031680600,62.84
1792167,17031710500,17031834800,69.13
1792174,17031710500,17031680900,67.93
1792175,17031710500,17031842500,86.09
1792181,17031710500,17031660302,76.71
1792183,17031710500,17031630900,93.98
1792184,17031710500,17031670500,62.21
1792189,17031710500,17031620200,124.36
1792191,17031710500,17031670300,65.16
1792192,17031710500,17031834600,84.06
1792194,17031710500,17031670100,69.09
1792195,17031710500,17031680500,72.88
1792196,17031710500,17031835100,76.05
1792200,17031710500,17031630500,86.33
1792201,17031710500,17031834700,77.32
1792204,17031710500,17031400400,101.33
1792207,17031710500,17031560300,151.78
1792209,17031710500,17031570300,135.38
1792210,17031710500,17031570400,127.76
1792211,17031710500,17031611600,74.23
1792213,17031710500,17031630100,85.01
1792216,17031710500,17031842800,108.69
1792217,17031710500,17031611400,84.79
1792222,17031710500,17031836200,118.73
1792223,17031710500,17031411200,124.06
1792224,17031710500,17031400300,106.09
1792225,17031710500,17031611900,74.25
1792227,17031710500,17031612100,86.45
1792228,17031710500,17031836100,111.39
1792229,17031710500,17031411100,125.95
1792230,17031710500,17031410600,126.68
1792231,17031710500,17031410700,130.9
1792232,17031710500,17031410800,133.08
1792233,17031710500,17031843800,95.9
1792234,17031710500,17031410500,121.41
1792235,17031710500,17031611200,84.2
1792236,17031710500,17031835600,104.38
1792237,17031710500,17031611100,89.15
1792238,17031710500,17031611000,90.76
1792239,17031710500,17031836300,129.39
1792240,17031710500,17031381800,115.78
1792242,17031710500,17031381700,113.45
1792245,17031710500,17031580600,114.42
1792246,17031710500,17031610300,96.56
1792248,17031710500,17031570200,141.4
1792249,17031710500,17031570100,133.39
1792252,17031710500,17031842600,109.14
1792253,17031710500,17031835800,130.34
1792258,17031710500,17031390400,130.61
1792259,17031710500,17031843600,128.12
1792263,17031710500,17031835500,122.75
1792264,17031710500,17031836000,137.19
1792265,17031710500,17031380500,134.88
1792267,17031710500,17031640300,145.35
1792268,17031710500,17031561100,156.8
1792269,17031710500,17031841800,87.67
1792270,17031710500,17031834400,100.71
1792271,17031710500,17031843900,117.28
1792272,17031710500,17031420200,111.39
1792273,17031710500,17031420100,120.05
1792274,17031710500,17031411000,134.0
1792276,17031710500,17031720600,69.35
1792278,17031710500,17031720200,50.71
1792279,17031710500,17031730400,52.21
1792285,17031710500,17031720500,78.26
1792288,17031710500,17031720400,70.1
1792298,17031710500,17031700402,57.33
1792299,17031710500,17031700502,37.49
1792300,17031710500,17031720100,36.01
1792302,17031710500,17031730201,37.27
1792304,17031710500,17031711300,19.63
1792306,17031710500,17031711500,48.78
1792307,17031710500,17031711200,9.7
1792308,17031710500,17031711100,21.48
1792309,17031710500,17031711000,29.87
1792310,17031710500,17031842400,39.27
1792312,17031710500,17031700302,72.26
1792316,17031710500,17031710900,34.99
1792317,17031710500,17031710500,0.0
1792319,17031710500,17031710700,12.45
1792320,17031710500,17031700401,57.49
1792322,17031710500,17031710800,21.39
1792324,17031710500,17031691200,43.05
1792330,17031710500,17031530400,119.84
1792331,17031710500,17031530501,119.45
1792332,17031710500,17031750400,96.88
1792333,17031710500,17031530300,96.4
1792334,17031710500,17031540102,158.91
1792335,17031710500,17031530100,122.43
1792336,17031710500,17031750500,86.04
1792337,17031710500,17031530200,108.45
1792338,17031710500,17031750600,87.58
1792341,17031710500,17031838800,153.49
1792342,17031710500,17031491400,118.18
1792343,17031710500,17031500300,126.34
1792345,17031710500,17031750200,73.19
1792346,17031710500,17031750100,78.6
1792347,17031710500,17031491100,85.99
1792349,17031710500,17031720700,63.71
1792350,17031710500,17031491000,96.35
1792351,17031710500,17031730700,71.51
1792353,17031710500,17031500200,116.82
1792356,17031710500,17031490700,83.88
1792357,17031710500,17031730500,70.68
1792358,17031710500,17031490600,75.84
1792359,17031710500,17031500100,107.59
1792360,17031710500,17031490500,88.47
1792361,17031710500,17031510300,131.95
1792362,17031710500,17031730100,58.07
1792363,17031710500,17031490400,85.67
1792364,17031710500,17031440900,82.08
1792365,17031710500,17031470100,95.67
1792369,17031710500,17031440800,84.56
1792373,17031710500,17031480100,108.28
1792374,17031710500,17031440202,66.67
1792376,17031710500,17031440300,55.86
1792378,17031710500,17031834300,84.3
1792384,17031710500,17031740400,121.9
1792385,17031710500,17031740300,111.8
1792389,17031710500,17031460500,102.83
1792391,17031710500,17031691500,73.74
1792392,17031710500,17031834200,93.09
1792395,17031710500,17031691000,63.87
1792397,17031710500,17031430900,101.06
1792400,17031710500,17031430500,105.45
1792402,17031710500,17031430300,101.68
1792405,17031710500,17031430102,119.41
1792689,17031710700,17031700100,56.43
1792694,17031710700,17031710200,16.73
1792695,17031710700,17031700200,75.81
1792696,17031710700,17031650500,104.67
1792698,17031710700,17031640700,133.06
1792699,17031710700,17031650301,109.53
1792701,17031710700,17031681300,35.92
1792702,17031710700,17031691100,42.76
1792703,17031710700,17031672000,34.27
1792706,17031710700,17031661000,48.94
1792707,17031710700,17031660900,58.17
1792710,17031710700,17031660800,71.91
1792711,17031710700,17031671500,40.42
1792714,17031710700,17031681200,47.77
1792716,17031710700,17031660700,59.56
1792725,17031710700,17031620300,129.32
1792726,17031710700,17031671300,49.79
1792727,17031710700,17031834900,36.48
1792731,17031710700,17031420800,85.22
1792732,17031710700,17031420400,93.6
1792733,17031710700,17031680600,54.55
1792734,17031710700,17031834800,60.81
1792741,17031710700,17031680900,58.58
1792742,17031710700,17031842500,76.43
1792748,17031710700,17031660302,88.86
1792750,17031710700,17031630900,106.13
1792751,17031710700,17031670500,74.02
1792755,17031710700,17031620200,136.51
1792757,17031710700,17031670300,67.96
1792758,17031710700,17031834600,75.74
1792760,17031710700,17031670100,62.5
1792761,17031710700,17031680500,64.6
1792762,17031710700,17031835100,88.11
1792766,17031710700,17031630500,98.14
1792767,17031710700,17031834700,69.01
1792770,17031710700,17031400400,91.67
1792773,17031710700,17031570300,147.53
1792774,17031710700,17031570400,139.91
1792775,17031710700,17031611600,85.99
1792777,17031710700,17031630100,96.78
1792780,17031710700,17031842800,120.51
1792781,17031710700,17031611400,91.86
1792786,17031710700,17031836200,109.08
1792787,17031710700,17031411200,114.41
1792788,17031710700,17031400300,96.43
1792789,17031710700,17031611900,71.44
1792791,17031710700,17031612100,78.18
1792792,17031710700,17031836100,101.73
1792793,17031710700,17031411100,116.29
1792794,17031710700,17031410600,117.03
1792795,17031710700,17031410700,121.25
1792796,17031710700,17031410800,123.42
1792797,17031710700,17031843800,87.58
1792798,17031710700,17031410500,111.75
1792799,17031710700,17031611200,82.36
1792800,17031710700,17031835600,96.06
1792801,17031710700,17031611100,82.73
1792802,17031710700,17031611000,82.48
1792803,17031710700,17031836300,119.73
1792804,17031710700,17031381800,106.12
1792806,17031710700,17031381700,103.79
1792809,17031710700,17031580600,126.23
1792810,17031710700,17031610300,101.25
1792812,17031710700,17031570100,145.54
1792815,17031710700,17031842600,100.82
1792816,17031710700,17031835800,120.69
1792819,17031710700,17031835900,127.31
1792821,17031710700,17031380100,135.72
1792822,17031710700,17031839900,120.47
1792824,17031710700,17031410100,131.66
1792826,17031710700,17031390600,130.96
1792827,17031710700,17031390400,120.96
1792828,17031710700,17031843600,118.46
1792832,17031710700,17031835500,114.43
1792833,17031710700,17031836000,127.53
1792835,17031710700,17031390200,135.71
1792836,17031710700,17031380500,125.22
1792837,17031710700,17031590600,120.54
1792839,17031710700,17031390700,138.18
1792840,17031710700,17031390100,139.27
1792842,17031710700,17031841800,78.01
1792843,17031710700,17031834400,91.05
1792844,17031710700,17031843900,107.62
1792845,17031710700,17031420200,101.73
1792846,17031710700,17031420100,110.4
1792847,17031710700,17031411000,124.34
1792848,17031710700,17031410900,128.93
1792849,17031710700,17031720600,76.06
1792851,17031710700,17031720200,54.98
1792852,17031710700,17031730400,42.08
1792857,17031710700,17031720500,85.01
1792860,17031710700,17031720400,77.64
1792869,17031710700,17031700402,66.72
1792870,17031710700,17031700502,46.89
1792871,17031710700,17031720100,42.73
1792873,17031710700,17031730201,27.44
1792875,17031710700,17031711300,27.69
1792877,17031710700,17031711500,36.42
1792878,17031710700,17031711200,19.06
1792879,17031710700,17031711100,10.36
1792880,17031710700,17031711000,17.49
1792881,17031710700,17031842400,27.31
1792883,17031710700,17031700302,81.65
1792887,17031710700,17031710900,22.63
1792888,17031710700,17031710500,12.45
1792890,17031710700,17031710700,0.0
1792891,17031710700,17031700401,69.73
1792893,17031710700,17031710800,10.26
1792895,17031710700,17031691200,33.68
1792900,17031710700,17031530400,116.0
1792901,17031710700,17031530501,115.61
1792902,17031710700,17031750400,102.44
1792903,17031710700,17031530300,92.83
1792904,17031710700,17031540102,155.07
1792905,17031710700,17031530100,118.59
1792906,17031710700,17031750500,91.59
1792907,17031710700,17031530200,104.61
1792908,17031710700,17031750600,84.01
1792911,17031710700,17031838800,141.12
1792912,17031710700,17031491400,111.79
1792913,17031710700,17031500300,119.59
1792915,17031710700,17031750200,79.9
1792916,17031710700,17031750100,75.03
1792917,17031710700,17031491100,80.2
1792919,17031710700,17031720700,68.87
1792920,17031710700,17031491000,90.46
1792921,17031710700,17031730700,65.33
1792923,17031710700,17031500200,105.94
1792926,17031710700,17031490700,74.86
1792927,17031710700,17031730500,61.44
1792928,17031710700,17031490600,63.48
1792929,17031710700,17031500100,95.23
1792930,17031710700,17031490500,76.11
1792931,17031710700,17031510200,128.49
1792932,17031710700,17031510300,119.59
1792933,17031710700,17031730100,45.71
1792934,17031710700,17031490400,73.31
1792935,17031710700,17031440900,69.72
1792936,17031710700,17031470100,83.31
1792940,17031710700,17031440800,72.2
1792943,17031710700,17031480500,113.08
1792945,17031710700,17031480100,95.92
1792946,17031710700,17031440202,54.71
1792948,17031710700,17031440300,43.9
1792950,17031710700,17031834300,72.34
1792955,17031710700,17031740400,128.08
1792956,17031710700,17031740300,119.71
1792960,17031710700,17031833900,119.01
1792963,17031710700,17031460500,93.11
1792964,17031710700,17031460400,102.94
1792967,17031710700,17031691500,64.02
1792968,17031710700,17031834200,83.37
1792972,17031710700,17031691000,54.21
1792974,17031710700,17031430900,91.4
1792978,17031710700,17031431400,114.3
1792979,17031710700,17031430500,95.79
1792981,17031710700,17031430700,113.22
1792982,17031710700,17031430300,92.02
1792985,17031710700,17031430102,109.75
1792986,17031491000,17031700100,132.75
1792990,17031491000,17031710200,95.19
1792992,17031491000,17031681300,97.88
1792993,17031491000,17031691100,90.54
1792994,17031491000,17031672000,119.14
1792997,17031491000,17031661000,125.59
1792998,17031491000,17031660900,134.93
1792999,17031491000,17031671500,126.63
1793002,17031491000,17031681200,107.12
1793004,17031491000,17031660700,139.69
1793006,17031491000,17031671300,134.57
1793007,17031491000,17031834900,121.81
1793011,17031491000,17031420800,126.36
1793015,17031491000,17031680900,114.91
1793016,17031491000,17031842500,118.89
1793018,17031491000,17031841800,112.05
1793019,17031491000,17031834400,132.18
1793020,17031491000,17031843900,142.69
1793021,17031491000,17031720600,55.13
1793023,17031491000,17031720200,52.26
1793024,17031491000,17031730400,49.35
1793025,17031491000,17031720500,64.89
1793028,17031491000,17031720400,73.29
1793035,17031491000,17031700402,125.36
1793036,17031491000,17031700502,106.28
1793037,17031491000,17031720100,75.44
1793039,17031491000,17031730201,65.49
1793041,17031491000,17031711300,77.08
1793043,17031491000,17031711500,55.17
1793044,17031491000,17031711200,87.63
1793045,17031491000,17031711100,81.41
1793046,17031491000,17031711000,73.77
1793047,17031491000,17031842400,71.43
1793048,17031491000,17031700302,144.15
1793049,17031491000,17031710900,68.79
1793050,17031491000,17031710500,96.35
1793052,17031491000,17031710700,90.46
1793053,17031491000,17031700401,137.66
1793055,17031491000,17031710800,83.66
1793057,17031491000,17031691200,84.74
1793064,17031491000,17031540101,78.6
1793065,17031491000,17031530502,44.1
1793066,17031491000,17031550200,120.24
1793069,17031491000,17031530400,61.54
1793070,17031491000,17031530501,42.68
1793071,17031491000,17031750400,69.22
1793072,17031491000,17031530300,48.64
